plotcode,treatment,year,species_other,sowndiv,AGB.mix,biomass.y,AGB.mono
B2A21,D1,2017,Gal.mol,8,48.42,620.6,77.575
B2A21,D1,2017,Leo.his,8,3.635,408.1,51.0125
B2A21,D1,2017,Lot.cor,8,273.2,846.4,105.8
B2A21,D1,2017,Med.lup,8,5.81,243.71,30.46375
B2A21,D1,2017,Pla.med,8,0.26,0,0
B2A21,D1,2017,San.off,8,0,16.13,2.01625
B2A21,D1,2018,Cre.bie,8,0,160.91,20.11375
B2A21,D1,2018,Gal.mol,8,173.29,701.4,87.675
B2A21,D1,2018,Leo.his,8,37.035,207.31,25.91375
B2A21,D1,2018,Lot.cor,8,9.555,459.2,57.4
B2A21,D1,2018,Med.lup,8,0,68.37,8.54625
B2A21,D1,2018,Pla.med,8,0.53,7.22,0.9025
B2A21,D1,2018,San.off,8,0,82.02,10.2525
B2A21,D1,2019,Cre.bie,8,74.095,73.8,9.225
B2A21,D1,2019,Gal.mol,8,55.245,745.1,93.1375
B2A21,D1,2019,Leo.his,8,15.595,198.7,24.8375
B2A21,D1,2019,Lot.cor,8,23.995,244.5,30.5625
B2A21,D1,2019,Med.lup,8,3.46,392.5,49.0625
B2A21,D1,2019,Pla.med,8,3.74,75.1,9.3875
B2A21,D1,2019,San.off,8,0,232.2,29.025
B2A21,D1,2020,Cre.bie,8,7.14,49.25,6.15625
B2A21,D1,2020,Gal.mol,8,1.53,535.63,66.95375
B2A21,D1,2020,Leo.his,8,43.41,67.13,8.39125
B2A21,D1,2020,Lot.cor,8,7.335,56.91,7.11375
B2A21,D1,2020,Med.lup,8,0,72.94,9.1175
B2A21,D1,2020,Pla.med,8,3.635,183.02,22.8775
B2A21,D1,2020,San.off,8,0,213.63,26.70375
B2A21,D1,2021,Cre.bie,8,10.34,248.6,31.075
B2A21,D1,2021,Gal.mol,8,48.145,460.7,57.5875
B2A21,D1,2021,Leo.his,8,27.885,15.68,1.96
B2A21,D1,2021,Lot.cor,8,0.29,365.9,45.7375
B2A21,D1,2021,Med.lup,8,0,55.6,6.95
B2A21,D1,2021,Pla.med,8,0,336.4,42.05
B2A21,D1,2021,San.off,8,0,517.3,64.6625
B2A22,D1,2017,Ach.mil,16,0,509.8,31.8625
B2A22,D1,2017,Cen.jac,16,64.99,403.1,25.19375
B2A22,D1,2017,Lat.pra,16,3.325,244.9,15.30625
B2A22,D1,2017,Lot.cor,16,27.425,846.4,52.9
B2A22,D1,2017,Poa.tri,16,32.34,313.21,19.575625
B2A22,D1,2017,Rum.ace,16,21.12,338.9,21.18125
B2A22,D1,2017,San.off,16,0,16.13,1.008125
B2A22,D1,2017,Tri.hyb,16,47.88,1047.3,65.45625
B2A22,D1,2017,Tri.rep,16,56.925,393,24.5625
B2A22,D1,2017,Vic.cra,16,0,148,9.25
B2A22,D1,2018,Ach.mil,16,0.635,353.22,22.07625
B2A22,D1,2018,Cen.jac,16,0,162.08,10.13
B2A22,D1,2018,Lat.pra,16,15.95,48.8,3.05
B2A22,D1,2018,Lot.cor,16,0.51,459.2,28.7
B2A22,D1,2018,Poa.tri,16,14.77,71.01,4.438125
B2A22,D1,2018,Rum.ace,16,0,258.9,16.18125
B2A22,D1,2018,San.off,16,0,82.02,5.12625
B2A22,D1,2018,Tri.hyb,16,7.91,0.19,0.011875
B2A22,D1,2018,Tri.rep,16,26.855,54.04,3.3775
B2A22,D1,2018,Vic.cra,16,3.59,64.02,4.00125
B2A22,D1,2019,Ach.mil,16,0,286.9,17.93125
B2A22,D1,2019,Cen.jac,16,0,318,19.875
B2A22,D1,2019,Lat.pra,16,17.56,66.3,4.14375
B2A22,D1,2019,Lot.cor,16,15.895,244.5,15.28125
B2A22,D1,2019,Poa.tri,16,26.96,7.8,0.4875
B2A22,D1,2019,Rum.ace,16,2.795,17.62,1.10125
B2A22,D1,2019,San.off,16,0,232.2,14.5125
B2A22,D1,2019,Tri.hyb,16,26.7,114.34,7.14625
B2A22,D1,2019,Tri.rep,16,19.525,14.91,0.931875
B2A22,D1,2019,Vic.cra,16,0,0,0
B2A22,D1,2020,Ach.mil,16,0,144.33,9.020625
B2A22,D1,2020,Cen.jac,16,0,63.27,3.954375
B2A22,D1,2020,Lat.pra,16,0.83,0,0
B2A22,D1,2020,Lot.cor,16,0,56.91,3.556875
B2A22,D1,2020,Poa.tri,16,16.23,23.42,1.46375
B2A22,D1,2020,Rum.ace,16,15.615,25.84,1.615
B2A22,D1,2020,San.off,16,0,213.63,13.351875
B2A22,D1,2020,Tri.hyb,16,0.66,9.51,0.594375
B2A22,D1,2020,Tri.rep,16,4.93,150.41,9.400625
B2A22,D1,2020,Vic.cra,16,0,0,0
B2A22,D1,2021,Ach.mil,16,2.27,363.2,22.7
B2A22,D1,2021,Cen.jac,16,0.085,22.19,1.386875
B2A22,D1,2021,Lat.pra,16,2.52,94.8,5.925
B2A22,D1,2021,Lot.cor,16,0,365.9,22.86875
B2A22,D1,2021,Poa.tri,16,26.33,151,9.4375
B2A22,D1,2021,Rum.ace,16,65.47,46.91,2.931875
B2A22,D1,2021,San.off,16,5.48,517.3,32.33125
B2A22,D1,2021,Tri.hyb,16,0,12.1,0.75625
B2A22,D1,2021,Tri.rep,16,0,29.53,1.845625
B2A22,D1,2021,Vic.cra,16,0,0,0
B3A01,D1,2017,Gal.mol,1,1103,620.6,620.6
B3A01,D1,2018,Gal.mol,1,742.3,701.4,701.4
B3A01,D1,2019,Gal.mol,1,337.61,745.1,745.1
B3A01,D1,2020,Gal.mol,1,169.5,535.63,535.63
B3A01,D1,2021,Gal.mol,1,245.2,460.7,460.7
B3A02,D1,2017,Car.car,2,21.255,439.9,219.95
B3A02,D1,2018,Car.car,2,52.265,332.9,166.45
B3A02,D1,2019,Car.car,2,11.59,13.2,6.6
B3A02,D1,2020,Car.car,2,2.476,5.43,2.715
B3A02,D1,2021,Car.car,2,0,12.26,6.13
B3A03,D1,2017,Pla.med,4,34.315,0,0
B3A03,D1,2017,Tri.hyb,4,279.785,1047.3,261.825
B3A03,D1,2017,Vic.cra,4,31.25,148,37
B3A03,D1,2018,Pla.med,4,42.155,7.22,1.805
B3A03,D1,2018,Tri.hyb,4,1.14,0.19,0.0475
B3A03,D1,2018,Vic.cra,4,0,64.02,16.005
B3A03,D1,2019,Pla.med,4,5.66,75.1,18.775
B3A03,D1,2019,Tri.hyb,4,177.89,114.34,28.585
B3A03,D1,2019,Vic.cra,4,0,0,0
B3A03,D1,2020,Pla.med,4,41.01,183.02,45.755
B3A03,D1,2020,Tri.hyb,4,0.755,9.51,2.3775
B3A03,D1,2020,Vic.cra,4,0.535,0,0
B3A03,D1,2021,Pla.med,4,200.95,336.4,84.1
B3A03,D1,2021,Tri.hyb,4,65.75,12.1,3.025
B3A03,D1,2021,Vic.cra,4,5.03,0,0
B3A04,D1,2017,Alo.pra,8,4.66,444,55.5
B3A04,D1,2017,Arr.ela,8,440.725,706.4,88.3
B3A04,D1,2017,Dac.glo,8,276.83,298.4,37.3
B3A04,D1,2017,Fes.rub,8,12.29,118.4,14.8
B3A04,D1,2017,Hol.lan,8,119.645,427.4,53.425
B3A04,D1,2017,Poa.tri,8,17.905,313.21,39.15125
B3A04,D1,2018,Alo.pra,8,24.505,272.93,34.11625
B3A04,D1,2018,Arr.ela,8,433.305,293.24,36.655
B3A04,D1,2018,Dac.glo,8,23.985,227.71,28.46375
B3A04,D1,2018,Fes.rub,8,6.333333333,330.07,41.25875
B3A04,D1,2018,Hol.lan,8,5.613333333,369.21,46.15125
B3A04,D1,2018,Poa.tri,8,3.615,71.01,8.87625
B3A04,D1,2019,Alo.pra,8,4.525,371.9,46.4875
B3A04,D1,2019,Arr.ela,8,158.66,333.5,41.6875
B3A04,D1,2019,Dac.glo,8,17.94,320.4,40.05
B3A04,D1,2019,Fes.rub,8,4.3,88.4,11.05
B3A04,D1,2019,Hol.lan,8,0.55,21.39,2.67375
B3A04,D1,2019,Poa.tri,8,1.96,7.8,0.975
B3A04,D1,2020,Alo.pra,8,9.0935,114.1,14.2625
B3A04,D1,2020,Arr.ela,8,174.95,214.76,26.845
B3A04,D1,2020,Dac.glo,8,36.266,79.54,9.9425
B3A04,D1,2020,Fes.rub,8,17.224,157.5,19.6875
B3A04,D1,2020,Hol.lan,8,20.2495,1.14,0.1425
B3A04,D1,2020,Poa.tri,8,3.06,23.42,2.9275
B3A04,D1,2021,Alo.pra,8,7.92,394.4,49.3
B3A04,D1,2021,Arr.ela,8,258.45,396.2,49.525
B3A04,D1,2021,Dac.glo,8,30.125,330.5,41.3125
B3A04,D1,2021,Fes.rub,8,67.445,582.2,72.775
B3A04,D1,2021,Hol.lan,8,4.81,113.67,14.20875
B3A04,D1,2021,Poa.tri,8,0.235,151,18.875
B3A05,D1,2017,Ant.odo,8,11.255,56.72,7.09
B3A05,D1,2017,Ant.syl,8,0.12,200.6,25.075
B3A05,D1,2017,Bro.ere,8,342.75,327.4,40.925
B3A05,D1,2017,Leu.vul,8,157.845,453.6,56.7
B3A05,D1,2017,Lot.cor,8,14.89,846.4,105.8
B3A05,D1,2017,Poa.tri,8,33.015,313.21,39.15125
B3A05,D1,2017,Tri.hyb,8,136.605,1047.3,130.9125
B3A05,D1,2018,Ant.odo,8,1.62,5.76,0.72
B3A05,D1,2018,Ant.syl,8,0,67.98,8.4975
B3A05,D1,2018,Bro.ere,8,385.22,207.3,25.9125
B3A05,D1,2018,Leu.vul,8,0.1,589.9,73.7375
B3A05,D1,2018,Lot.cor,8,2.915,459.2,57.4
B3A05,D1,2018,Poa.tri,8,49.155,71.01,8.87625
B3A05,D1,2018,Tri.hyb,8,0,0.19,0.02375
B3A05,D1,2019,Ant.odo,8,6.725,34.92,4.365
B3A05,D1,2019,Ant.syl,8,0,1.04,0.13
B3A05,D1,2019,Bro.ere,8,175.125,67.2,8.4
B3A05,D1,2019,Leu.vul,8,71.075,244.65,30.58125
B3A05,D1,2019,Lot.cor,8,14.035,244.5,30.5625
B3A05,D1,2019,Poa.tri,8,14.105,7.8,0.975
B3A05,D1,2019,Tri.hyb,8,0,114.34,14.2925
B3A05,D1,2020,Ant.odo,8,0.345,8.8,1.1
B3A05,D1,2020,Ant.syl,8,0.85,13.62,1.7025
B3A05,D1,2020,Bro.ere,8,244.5,281.4,35.175
B3A05,D1,2020,Leu.vul,8,0,83.38,10.4225
B3A05,D1,2020,Lot.cor,8,0.814,56.91,7.11375
B3A05,D1,2020,Poa.tri,8,3.485,23.42,2.9275
B3A05,D1,2020,Tri.hyb,8,0,9.51,1.18875
B3A05,D1,2021,Ant.odo,8,2.84,6.92,0.865
B3A05,D1,2021,Ant.syl,8,0,424.8,53.1
B3A05,D1,2021,Bro.ere,8,275.25,475.6,59.45
B3A05,D1,2021,Leu.vul,8,0,181.5,22.6875
B3A05,D1,2021,Lot.cor,8,15.41,365.9,45.7375
B3A05,D1,2021,Poa.tri,8,35.7,151,18.875
B3A05,D1,2021,Tri.hyb,8,0,12.1,1.5125
B3A06,D1,2017,Fes.rub,1,493.3,118.4,118.4
B3A06,D1,2018,Fes.rub,1,278.505,330.07,330.07
B3A06,D1,2019,Fes.rub,1,363.9,88.4,88.4
B3A06,D1,2020,Fes.rub,1,229.6,157.5,157.5
B3A06,D1,2021,Fes.rub,1,530.35,582.2,582.2
B3A07,D1,2017,Bro.hor,8,589.1,677.2,84.65
B3A07,D1,2017,Hol.lan,8,55.85,427.4,53.425
B3A07,D1,2017,Leu.vul,8,124.46,453.6,56.7
B3A07,D1,2017,Med.lup,8,0,243.71,30.46375
B3A07,D1,2017,Pri.ver,8,0,0,0
B3A07,D1,2017,Ran.rep,8,1.105,121.35,15.16875
B3A07,D1,2018,Bro.hor,8,221.515,601.1,75.1375
B3A07,D1,2018,Hol.lan,8,67.055,369.21,46.15125
B3A07,D1,2018,Leu.vul,8,21.905,589.9,73.7375
B3A07,D1,2018,Med.lup,8,0,68.37,8.54625
B3A07,D1,2018,Pri.ver,8,0,28.02,3.5025
B3A07,D1,2018,Ran.rep,8,0,160.73,20.09125
B3A07,D1,2019,Bro.hor,8,81.615,104.83,13.10375
B3A07,D1,2019,Hol.lan,8,19.765,21.39,2.67375
B3A07,D1,2019,Leu.vul,8,45.84,244.65,30.58125
B3A07,D1,2019,Med.lup,8,0,392.5,49.0625
B3A07,D1,2019,Pri.ver,8,0,113.51,14.18875
B3A07,D1,2019,Ran.rep,8,0,32.11,4.01375
B3A07,D1,2020,Bro.hor,8,181.4,33.68,4.21
B3A07,D1,2020,Hol.lan,8,111.705,1.14,0.1425
B3A07,D1,2020,Leu.vul,8,0,83.38,10.4225
B3A07,D1,2020,Med.lup,8,0.79,72.94,9.1175
B3A07,D1,2020,Pri.ver,8,0,94.72,11.84
B3A07,D1,2020,Ran.rep,8,0,0,0
B3A07,D1,2021,Bro.hor,8,27.425,130.3,16.2875
B3A07,D1,2021,Hol.lan,8,294.55,113.67,14.20875
B3A07,D1,2021,Leu.vul,8,0,181.5,22.6875
B3A07,D1,2021,Med.lup,8,0,55.6,6.95
B3A07,D1,2021,Pri.ver,8,0,28.1,3.5125
B3A07,D1,2021,Ran.rep,8,0,80.1,10.0125
B3A08,D1,2017,Dac.glo,2,999.8,298.4,149.2
B3A08,D1,2018,Dac.glo,2,382.105,227.71,113.855
B3A08,D1,2019,Dac.glo,2,326.145,320.4,160.2
B3A08,D1,2020,Dac.glo,2,90.75,79.54,39.77
B3A08,D1,2021,Dac.glo,2,357.95,330.5,165.25
B3A09,D1,2017,Alo.pra,16,18,444,27.75
B3A09,D1,2017,Ant.odo,16,0.71,56.72,3.545
B3A09,D1,2017,Arr.ela,16,185.655,706.4,44.15
B3A09,D1,2017,Ave.pub,16,0,805.5,50.34375
B3A09,D1,2017,Bro.ere,16,155.37,327.4,20.4625
B3A09,D1,2017,Bro.hor,16,65.785,677.2,42.325
B3A09,D1,2017,Dac.glo,16,121.875,298.4,18.65
B3A09,D1,2017,Fes.rub,16,3.945,118.4,7.4
B3A09,D1,2017,Hol.lan,16,90.7,427.4,26.7125
B3A09,D1,2017,Poa.pra,16,3.51,311.4,19.4625
B3A09,D1,2017,Poa.tri,16,5.135,313.21,19.575625
B3A09,D1,2018,Alo.pra,16,0,272.93,17.058125
B3A09,D1,2018,Ant.odo,16,0.145,5.76,0.36
B3A09,D1,2018,Arr.ela,16,54.72,293.24,18.3275
B3A09,D1,2018,Ave.pub,16,0.47,414.8,25.925
B3A09,D1,2018,Bro.ere,16,120.165,207.3,12.95625
B3A09,D1,2018,Bro.hor,16,18.96,601.1,37.56875
B3A09,D1,2018,Dac.glo,16,41.41,227.71,14.231875
B3A09,D1,2018,Fes.rub,16,3.08,330.07,20.629375
B3A09,D1,2018,Hol.lan,16,3.58,369.21,23.075625
B3A09,D1,2018,Poa.pra,16,2.37,110.1,6.88125
B3A09,D1,2018,Poa.tri,16,0.705,71.01,4.438125
B3A09,D1,2019,Alo.pra,16,1.895,371.9,23.24375
B3A09,D1,2019,Ant.odo,16,0,34.92,2.1825
B3A09,D1,2019,Arr.ela,16,108.605,333.5,20.84375
B3A09,D1,2019,Ave.pub,16,0,255.2,15.95
B3A09,D1,2019,Bro.ere,16,207.255,67.2,4.2
B3A09,D1,2019,Bro.hor,16,22.005,104.83,6.551875
B3A09,D1,2019,Dac.glo,16,6.6,320.4,20.025
B3A09,D1,2019,Fes.rub,16,53.205,88.4,5.525
B3A09,D1,2019,Hol.lan,16,0.045,21.39,1.336875
B3A09,D1,2019,Poa.pra,16,0.185,71.2,4.45
B3A09,D1,2019,Poa.tri,16,8.925,7.8,0.4875
B3A09,D1,2020,Alo.pra,16,0,114.1,7.13125
B3A09,D1,2020,Ant.odo,16,0,8.8,0.55
B3A09,D1,2020,Arr.ela,16,20.396,214.76,13.4225
B3A09,D1,2020,Ave.pub,16,2.67,209.2,13.075
B3A09,D1,2020,Bro.ere,16,365.745,281.4,17.5875
B3A09,D1,2020,Bro.hor,16,0.94,33.68,2.105
B3A09,D1,2020,Dac.glo,16,6.0305,79.54,4.97125
B3A09,D1,2020,Fes.rub,16,4.866,157.5,9.84375
B3A09,D1,2020,Hol.lan,16,0,1.14,0.07125
B3A09,D1,2020,Poa.pra,16,12.05,206.2,12.8875
B3A09,D1,2020,Poa.tri,16,0.33,23.42,1.46375
B3A09,D1,2021,Alo.pra,16,0.41,394.4,24.65
B3A09,D1,2021,Ant.odo,16,0,6.92,0.4325
B3A09,D1,2021,Arr.ela,16,7.575,396.2,24.7625
B3A09,D1,2021,Ave.pub,16,14.68,204.5,12.78125
B3A09,D1,2021,Bro.ere,16,410.15,475.6,29.725
B3A09,D1,2021,Bro.hor,16,5.125,130.3,8.14375
B3A09,D1,2021,Dac.glo,16,16.26,330.5,20.65625
B3A09,D1,2021,Fes.rub,16,14.13,582.2,36.3875
B3A09,D1,2021,Hol.lan,16,0.2,113.67,7.104375
B3A09,D1,2021,Poa.pra,16,9.54,329.3,20.58125
B3A09,D1,2021,Poa.tri,16,3.91,151,9.4375
B3A11,D1,2017,Bro.ere,4,96.8,327.4,81.85
B3A11,D1,2017,Pla.lan,4,305.445,388.4,97.1
B3A11,D1,2017,Poa.tri,4,34.39,313.21,78.3025
B3A11,D1,2017,Pru.vul,4,6.18,308.9,77.225
B3A11,D1,2018,Bro.ere,4,601.9,207.3,51.825
B3A11,D1,2018,Pla.lan,4,0.355,87.11,21.7775
B3A11,D1,2018,Poa.tri,4,14.28,71.01,17.7525
B3A11,D1,2018,Pru.vul,4,5.57,26.12,6.53
B3A11,D1,2019,Bro.ere,4,433.8,67.2,16.8
B3A11,D1,2019,Pla.lan,4,0,80.5,20.125
B3A11,D1,2019,Poa.tri,4,5.845,7.8,1.95
B3A11,D1,2019,Pru.vul,4,0,64.3,16.075
B3A11,D1,2020,Bro.ere,4,280.085,281.4,70.35
B3A11,D1,2020,Pla.lan,4,0,78.23,19.5575
B3A11,D1,2020,Poa.tri,4,5.9155,23.42,5.855
B3A11,D1,2020,Pru.vul,4,0,13.25,3.3125
B3A11,D1,2021,Bro.ere,4,340.105,475.6,118.9
B3A11,D1,2021,Pla.lan,4,0.285,644,161
B3A11,D1,2021,Poa.tri,4,0,151,37.75
B3A11,D1,2021,Pru.vul,4,0,37.15,9.2875
B3A12,D1,2017,Lat.pra,1,29.895,244.9,244.9
B3A12,D1,2018,Lat.pra,1,115.245,48.8,48.8
B3A12,D1,2019,Lat.pra,1,187.385,66.3,66.3
B3A12,D1,2020,Lat.pra,1,23.191,0,0
B3A12,D1,2021,Lat.pra,1,64.775,94.8,94.8
B3A13,D1,2017,Alo.pra,4,58.33,444,111
B3A13,D1,2017,Ant.odo,4,16.795,56.72,14.18
B3A13,D1,2017,Bro.ere,4,437.8,327.4,81.85
B3A13,D1,2017,Poa.tri,4,48.065,313.21,78.3025
B3A13,D1,2018,Alo.pra,4,0.85,272.93,68.2325
B3A13,D1,2018,Ant.odo,4,0,5.76,1.44
B3A13,D1,2018,Bro.ere,4,444.29,207.3,51.825
B3A13,D1,2018,Poa.tri,4,3.475,71.01,17.7525
B3A13,D1,2019,Alo.pra,4,9.455,371.9,92.975
B3A13,D1,2019,Ant.odo,4,0.68,34.92,8.73
B3A13,D1,2019,Bro.ere,4,362.25,67.2,16.8
B3A13,D1,2019,Poa.tri,4,9.24,7.8,1.95
B3A13,D1,2020,Alo.pra,4,1.365,114.1,28.525
B3A13,D1,2020,Ant.odo,4,0,8.8,2.2
B3A13,D1,2020,Bro.ere,4,234.35,281.4,70.35
B3A13,D1,2020,Poa.tri,4,3.205,23.42,5.855
B3A13,D1,2021,Alo.pra,4,0,394.4,98.6
B3A13,D1,2021,Ant.odo,4,0.12,6.92,1.73
B3A13,D1,2021,Bro.ere,4,349.45,475.6,118.9
B3A13,D1,2021,Poa.tri,4,0,151,37.75
B3A14,D1,2017,Ach.mil,60,0.155,509.8,8.496666667
B3A14,D1,2017,Aju.rep,60,0,12.87,0.2145
B3A14,D1,2017,Alo.pra,60,4,444,7.4
B3A14,D1,2017,Ant.odo,60,0,56.72,0.945333333
B3A14,D1,2017,Ant.syl,60,0,200.6,3.343333333
B3A14,D1,2017,Arr.ela,60,97.545,706.4,11.77333333
B3A14,D1,2017,Ave.pub,60,0.03,805.5,13.425
B3A14,D1,2017,Bel.per,60,0,0,0
B3A14,D1,2017,Bro.ere,60,0.205,327.4,5.456666667
B3A14,D1,2017,Bro.hor,60,7.49,677.2,11.28666667
B3A14,D1,2017,Car.car,60,0,439.9,7.331666667
B3A14,D1,2017,Cen.jac,60,1.705,403.1,6.718333333
B3A14,D1,2017,Cir.ole,60,0,1712.1,28.535
B3A14,D1,2017,Cre.bie,60,44,457.3,7.621666667
B3A14,D1,2017,Dac.glo,60,26.555,298.4,4.973333333
B3A14,D1,2017,Dau.car,60,2.215,614.4,10.24
B3A14,D1,2017,Fes.rub,60,0,118.4,1.973333333
B3A14,D1,2017,Gal.mol,60,0.105,620.6,10.34333333
B3A14,D1,2017,Ger.pra,60,0.52,289.3,4.821666667
B3A14,D1,2017,Gle.hed,60,9.98,108,1.8
B3A14,D1,2017,Hol.lan,60,20.865,427.4,7.123333333
B3A14,D1,2017,Kna.arv,60,1.53,2483.1,41.385
B3A14,D1,2017,Lat.pra,60,3.18,244.9,4.081666667
B3A14,D1,2017,Leo.aut,60,2.09,405.7,6.761666667
B3A14,D1,2017,Leo.his,60,2.515,408.1,6.801666667
B3A14,D1,2017,Leu.vul,60,6.425,453.6,7.56
B3A14,D1,2017,Lot.cor,60,16.61,846.4,14.10666667
B3A14,D1,2017,Med.lup,60,0,243.71,4.061833333
B3A14,D1,2017,Med.var,60,17.555,1289.1,21.485
B3A14,D1,2017,Pla.lan,60,28.585,388.4,6.473333333
B3A14,D1,2017,Pla.med,60,0.5,0,0
B3A14,D1,2017,Poa.pra,60,0.085,311.4,5.19
B3A14,D1,2017,Poa.tri,60,23.015,313.21,5.220166667
B3A14,D1,2017,Pri.ver,60,0,0,0
B3A14,D1,2017,Pru.vul,60,1.065,308.9,5.148333333
B3A14,D1,2017,Ran.acr,60,0,206,3.433333333
B3A14,D1,2017,Ran.rep,60,0,121.35,2.0225
B3A14,D1,2017,Rum.ace,60,0,338.9,5.648333333
B3A14,D1,2017,San.off,60,0,16.13,0.268833333
B3A14,D1,2017,Tar.off,60,103.32,434.5,7.241666667
B3A14,D1,2017,Tra.pra,60,1.925,311.1,5.185
B3A14,D1,2017,Tri.fra,60,0,183.83,3.063833333
B3A14,D1,2017,Tri.hyb,60,52.785,1047.3,17.455
B3A14,D1,2017,Tri.pra,60,65.48,476.9,7.948333333
B3A14,D1,2017,Tri.rep,60,0,393,6.55
B3A14,D1,2017,Ver.cha,60,0,156.8,2.613333333
B3A14,D1,2017,Vic.cra,60,0,148,2.466666667
B3A14,D1,2018,Ach.mil,60,0,353.22,5.887
B3A14,D1,2018,Aju.rep,60,0,0,0
B3A14,D1,2018,Alo.pra,60,0,272.93,4.548833333
B3A14,D1,2018,Ant.odo,60,2.9,5.76,0.096
B3A14,D1,2018,Ant.syl,60,0,67.98,1.133
B3A14,D1,2018,Arr.ela,60,285.58,293.24,4.887333333
B3A14,D1,2018,Ave.pub,60,0,414.8,6.913333333
B3A14,D1,2018,Bel.per,60,0,0,0
B3A14,D1,2018,Bro.ere,60,20.175,207.3,3.455
B3A14,D1,2018,Bro.hor,60,12.93,601.1,10.01833333
B3A14,D1,2018,Car.car,60,0,332.9,5.548333333
B3A14,D1,2018,Cen.jac,60,0,162.08,2.701333333
B3A14,D1,2018,Cir.ole,60,0,121.02,2.017
B3A14,D1,2018,Cre.bie,60,0.925,160.91,2.681833333
B3A14,D1,2018,Dac.glo,60,4.9,227.71,3.795166667
B3A14,D1,2018,Dau.car,60,0,130.02,2.167
B3A14,D1,2018,Fes.rub,60,4.54,330.07,5.501166667
B3A14,D1,2018,Gal.mol,60,8.58,701.4,11.69
B3A14,D1,2018,Ger.pra,60,9.29,550.6,9.176666667
B3A14,D1,2018,Gle.hed,60,3.63,25.43,0.423833333
B3A14,D1,2018,Hol.lan,60,3.32,369.21,6.1535
B3A14,D1,2018,Kna.arv,60,67.87,817.17,13.6195
B3A14,D1,2018,Lat.pra,60,10.07,48.8,0.813333333
B3A14,D1,2018,Leo.aut,60,0.1,157.05,2.6175
B3A14,D1,2018,Leo.his,60,10.625,207.31,3.455166667
B3A14,D1,2018,Leu.vul,60,0,589.9,9.831666667
B3A14,D1,2018,Lot.cor,60,2.32,459.2,7.653333333
B3A14,D1,2018,Med.lup,60,0,68.37,1.1395
B3A14,D1,2018,Med.var,60,83,1731.5,28.85833333
B3A14,D1,2018,Pla.lan,60,0.235,87.11,1.451833333
B3A14,D1,2018,Pla.med,60,0,7.22,0.120333333
B3A14,D1,2018,Poa.pra,60,4.74,110.1,1.835
B3A14,D1,2018,Poa.tri,60,18.495,71.01,1.1835
B3A14,D1,2018,Pri.ver,60,0,28.02,0.467
B3A14,D1,2018,Pru.vul,60,0,26.12,0.435333333
B3A14,D1,2018,Ran.acr,60,0.8,88.81,1.480166667
B3A14,D1,2018,Ran.rep,60,1.165,160.73,2.678833333
B3A14,D1,2018,Rum.ace,60,6.16,258.9,4.315
B3A14,D1,2018,San.off,60,0,82.02,1.367
B3A14,D1,2018,Tar.off,60,6.405,161.78,2.696333333
B3A14,D1,2018,Tra.pra,60,46.75,0,0
B3A14,D1,2018,Tri.fra,60,0.765,343.1,5.718333333
B3A14,D1,2018,Tri.hyb,60,0,0.19,0.003166667
B3A14,D1,2018,Tri.pra,60,16.585,53.06,0.884333333
B3A14,D1,2018,Tri.rep,60,0.365,54.04,0.900666667
B3A14,D1,2018,Ver.cha,60,0,108.26,1.804333333
B3A14,D1,2018,Vic.cra,60,0,64.02,1.067
B3A14,D1,2019,Ach.mil,60,0,286.9,4.781666667
B3A14,D1,2019,Aju.rep,60,0.095,0.86,0.014333333
B3A14,D1,2019,Alo.pra,60,0,371.9,6.198333333
B3A14,D1,2019,Ant.odo,60,2.46,34.92,0.582
B3A14,D1,2019,Ant.syl,60,0,1.04,0.017333333
B3A14,D1,2019,Arr.ela,60,144.64,333.5,5.558333333
B3A14,D1,2019,Ave.pub,60,18.515,255.2,4.253333333
B3A14,D1,2019,Bel.per,60,0,0,0
B3A14,D1,2019,Bro.ere,60,11.3,67.2,1.12
B3A14,D1,2019,Bro.hor,60,9.135,104.83,1.747166667
B3A14,D1,2019,Car.car,60,0,13.2,0.22
B3A14,D1,2019,Cen.jac,60,0,318,5.3
B3A14,D1,2019,Cir.ole,60,0,34.58,0.576333333
B3A14,D1,2019,Cre.bie,60,21.055,73.8,1.23
B3A14,D1,2019,Dac.glo,60,1.11,320.4,5.34
B3A14,D1,2019,Dau.car,60,0,432.3,7.205
B3A14,D1,2019,Fes.rub,60,5.135,88.4,1.473333333
B3A14,D1,2019,Gal.mol,60,0.36,745.1,12.41833333
B3A14,D1,2019,Ger.pra,60,1.56,207.7,3.461666667
B3A14,D1,2019,Gle.hed,60,5.79,63.22,1.053666667
B3A14,D1,2019,Hol.lan,60,0,21.39,0.3565
B3A14,D1,2019,Kna.arv,60,21.355,581.5,9.691666667
B3A14,D1,2019,Lat.pra,60,12.78,66.3,1.105
B3A14,D1,2019,Leo.aut,60,9.15,120.4,2.006666667
B3A14,D1,2019,Leo.his,60,12.535,198.7,3.311666667
B3A14,D1,2019,Leu.vul,60,0,244.65,4.0775
B3A14,D1,2019,Lot.cor,60,4.295,244.5,4.075
B3A14,D1,2019,Med.lup,60,0,392.5,6.541666667
B3A14,D1,2019,Med.var,60,1.935,1011.9,16.865
B3A14,D1,2019,Pla.lan,60,15.21,80.5,1.341666667
B3A14,D1,2019,Pla.med,60,0,75.1,1.251666667
