plotcode,treatment,year,species_other,sowndiv,AGB.mix,biomass.y,AGB.mono
B1A06,D3,2019,Ach.mil,16,2.025,180.4,11.275
B1A06,D3,2019,Alo.pra,16,1.25,183.6,11.475
B1A06,D3,2019,Ant.odo,16,0.4,13.5,0.84375
B1A06,D3,2019,Ant.syl,16,0,0,0
B1A06,D3,2019,Ave.pub,16,40.515,81.4,5.0875
B1A06,D3,2019,Bro.hor,16,0.92,63.61,3.975625
B1A06,D3,2019,Cen.jac,16,162.61,278.1,17.38125
B1A06,D3,2019,Ger.pra,16,0,0,0
B1A06,D3,2019,Hol.lan,16,5.2,5.64,0.3525
B1A06,D3,2019,Leu.vul,16,0,159.51,9.969375
B1A06,D3,2019,Poa.pra,16,8.275,49.26,3.07875
B1A06,D3,2019,Poa.tri,16,1.07,7.86,0.49125
B1A06,D3,2020,Ach.mil,16,0.39,80.181,5.0113125
B1A06,D3,2020,Alo.pra,16,0.785,186.5,11.65625
B1A06,D3,2020,Ant.odo,16,1.26,0,0
B1A06,D3,2020,Ant.syl,16,0,2.605,0.1628125
B1A06,D3,2020,Ave.pub,16,44.345,174.74,10.92125
B1A06,D3,2020,Bro.hor,16,13.81,126.48,7.905
B1A06,D3,2020,Cen.jac,16,107.95,151.223,9.4514375
B1A06,D3,2020,Ger.pra,16,0,0,0
B1A06,D3,2020,Hol.lan,16,5.555,48.15,3.009375
B1A06,D3,2020,Leu.vul,16,0,252.4,15.775
B1A06,D3,2020,Poa.pra,16,2.875,25.52,1.595
B1A06,D3,2020,Poa.tri,16,0.065,0,0
B1A06,D3,2021,Ach.mil,16,8.565,89.4,5.5875
B1A06,D3,2021,Alo.pra,16,9.74,254.2,15.8875
B1A06,D3,2021,Ant.odo,16,0,0,0
B1A06,D3,2021,Ant.syl,16,0,5.81,0.363125
B1A06,D3,2021,Ave.pub,16,164.635,264.7,16.54375
B1A06,D3,2021,Bro.hor,16,6.4,82.42,5.15125
B1A06,D3,2021,Cen.jac,16,30.015,88.1,5.50625
B1A06,D3,2021,Ger.pra,16,10.67,0,0
B1A06,D3,2021,Hol.lan,16,11.38,24.31,1.519375
B1A06,D3,2021,Leu.vul,16,2.855,197.1,12.31875
B1A06,D3,2021,Poa.pra,16,16.12,9.13,0.570625
B1A06,D3,2021,Poa.tri,16,0.21,1.9,0.11875
B1A07,D3,2017,Ran.acr,2,146.55,72.91,36.455
B1A07,D3,2017,San.off,2,49.95,151,75.5
B1A07,D3,2018,Ran.acr,2,60.93,33.01,16.505
B1A07,D3,2018,San.off,2,71.285,94.05,47.025
B1A07,D3,2019,Ran.acr,2,13.825,0,0
B1A07,D3,2019,San.off,2,17.175,28.2,14.1
B1A07,D3,2020,Ran.acr,2,3.915,0,0
B1A07,D3,2020,San.off,2,11.455,7.21,3.605
B1A07,D3,2021,Ran.acr,2,116.135,0,0
B1A07,D3,2021,San.off,2,4.605,44.11,22.055
B1A08,D3,2017,Med.var,1,430.8,620.3,620.3
B1A08,D3,2018,Med.var,1,335.125,394.1,394.1
B1A08,D3,2019,Med.var,1,452.1,357.9,357.9
B1A08,D3,2020,Med.var,1,180.95,470,470
B1A08,D3,2021,Med.var,1,71,209.6,209.6
B1A11,D3,2017,Ach.mil,16,11.63,97.3,6.08125
B1A11,D3,2017,Ant.syl,16,0,10.26,0.64125
B1A11,D3,2017,Cir.ole,16,0,33.1,2.06875
B1A11,D3,2017,Cre.bie,16,23.085,43,2.6875
B1A11,D3,2017,Dau.car,16,1.51,94.97,5.935625
B1A11,D3,2017,Gal.mol,16,19.965,299.3,18.70625
B1A11,D3,2017,Ger.pra,16,74.725,97.2,6.075
B1A11,D3,2017,Leu.vul,16,9.7,184,11.5
B1A11,D3,2017,Ran.acr,16,57.8,72.91,4.556875
B1A11,D3,2017,Rum.ace,16,2.235,4.664,0.2915
B1A11,D3,2017,San.off,16,0,151,9.4375
B1A11,D3,2017,Tra.pra,16,0,26.93,1.683125
B1A11,D3,2018,Ach.mil,16,3.915,50.24,3.14
B1A11,D3,2018,Ant.syl,16,0,6.72,0.42
B1A11,D3,2018,Cir.ole,16,0,0.32,0.02
B1A11,D3,2018,Cre.bie,16,1.52,127.92,7.995
B1A11,D3,2018,Dau.car,16,0,62.31,3.894375
B1A11,D3,2018,Gal.mol,16,88.79,217.4,13.5875
B1A11,D3,2018,Ger.pra,16,120.585,35.13,2.195625
B1A11,D3,2018,Leu.vul,16,29.815,202.05,12.628125
B1A11,D3,2018,Ran.acr,16,0.905,33.01,2.063125
B1A11,D3,2018,Rum.ace,16,0.75,9.99,0.624375
B1A11,D3,2018,San.off,16,0.425,94.05,5.878125
B1A11,D3,2018,Tra.pra,16,0,183.09,11.443125
B1A11,D3,2019,Ach.mil,16,132.415,180.4,11.275
B1A11,D3,2019,Ant.syl,16,0,0,0
B1A11,D3,2019,Cir.ole,16,0,0,0
B1A11,D3,2019,Cre.bie,16,5.695,15.2,0.95
B1A11,D3,2019,Dau.car,16,0.42,29.51,1.844375
B1A11,D3,2019,Gal.mol,16,69.64,99.8,6.2375
B1A11,D3,2019,Ger.pra,16,19.095,0,0
B1A11,D3,2019,Leu.vul,16,39.325,159.51,9.969375
B1A11,D3,2019,Ran.acr,16,1.685,0,0
B1A11,D3,2019,Rum.ace,16,0.32,3.87,0.241875
B1A11,D3,2019,San.off,16,0,28.2,1.7625
B1A11,D3,2019,Tra.pra,16,0,9.72,0.6075
B1A11,D3,2020,Ach.mil,16,21.65,80.181,5.0113125
B1A11,D3,2020,Ant.syl,16,0,2.605,0.1628125
B1A11,D3,2020,Cir.ole,16,0,0,0
B1A11,D3,2020,Cre.bie,16,0,11.12,0.695
B1A11,D3,2020,Dau.car,16,0,15.513,0.9695625
B1A11,D3,2020,Gal.mol,16,75.37,88.296,5.5185
B1A11,D3,2020,Ger.pra,16,5.51,0,0
B1A11,D3,2020,Leu.vul,16,3.465,252.4,15.775
B1A11,D3,2020,Ran.acr,16,1.305,0,0
B1A11,D3,2020,Rum.ace,16,113.015,72.32,4.52
B1A11,D3,2020,San.off,16,0,7.21,0.450625
B1A11,D3,2020,Tra.pra,16,0,61.45,3.840625
B1A11,D3,2021,Ach.mil,16,70.845,89.4,5.5875
B1A11,D3,2021,Ant.syl,16,0,5.81,0.363125
B1A11,D3,2021,Cir.ole,16,0,0,0
B1A11,D3,2021,Cre.bie,16,0,208.7,13.04375
B1A11,D3,2021,Dau.car,16,0.485,382,23.875
B1A11,D3,2021,Gal.mol,16,51.275,391,24.4375
B1A11,D3,2021,Ger.pra,16,0.37,0,0
B1A11,D3,2021,Leu.vul,16,5.95,197.1,12.31875
B1A11,D3,2021,Ran.acr,16,0.39,0,0
B1A11,D3,2021,Rum.ace,16,3.525,27.3,1.70625
B1A11,D3,2021,San.off,16,0,44.11,2.756875
B1A11,D3,2021,Tra.pra,16,0,230,14.375
B1A12,D3,2017,Lat.pra,8,0,42.34,5.2925
B1A12,D3,2017,Med.lup,8,0,74.87,9.35875
B1A12,D3,2017,Med.var,8,403.7,620.3,77.5375
B1A12,D3,2017,Tri.hyb,8,3.555,42.7,5.3375
B1A12,D3,2017,Tri.pra,8,57.4,16.12,2.015
B1A12,D3,2018,Lat.pra,8,2.07,23.12,2.89
B1A12,D3,2018,Med.lup,8,1.57,7.67,0.95875
B1A12,D3,2018,Med.var,8,276.9,394.1,49.2625
B1A12,D3,2018,Tri.hyb,8,0,8.28,1.035
B1A12,D3,2018,Tri.pra,8,2.495,32.01,4.00125
B1A12,D3,2019,Lat.pra,8,7.315,17.12,2.14
B1A12,D3,2019,Med.lup,8,0,39.72,4.965
B1A12,D3,2019,Med.var,8,349.385,357.9,44.7375
B1A12,D3,2019,Tri.hyb,8,0,124.8,15.6
B1A12,D3,2019,Tri.pra,8,3.575,41.9,5.2375
B1A12,D3,2020,Lat.pra,8,0,7.071,0.883875
B1A12,D3,2020,Med.lup,8,0.115,4.42,0.5525
B1A12,D3,2020,Med.var,8,244.85,470,58.75
B1A12,D3,2020,Tri.hyb,8,0,29.05,3.63125
B1A12,D3,2020,Tri.pra,8,8.995,20.835,2.604375
B1A12,D3,2021,Lat.pra,8,7.33,37.2,4.65
B1A12,D3,2021,Med.lup,8,134.55,64.6,8.075
B1A12,D3,2021,Med.var,8,197.35,209.6,26.2
B1A12,D3,2021,Tri.hyb,8,0,37.88,4.735
B1A12,D3,2021,Tri.pra,8,7.48,91.1,11.3875
B1A13,D3,2017,Lot.cor,4,14.06,49.57,12.3925
B1A13,D3,2017,Med.lup,4,0,74.87,18.7175
B1A13,D3,2017,Med.var,4,287.2,620.3,155.075
B1A13,D3,2018,Lot.cor,4,21.69,11.09,2.7725
B1A13,D3,2018,Med.lup,4,6.125,7.67,1.9175
B1A13,D3,2018,Med.var,4,119.58,394.1,98.525
B1A13,D3,2019,Lot.cor,4,9.505,31.3,7.825
B1A13,D3,2019,Med.lup,4,0,39.72,9.93
B1A13,D3,2019,Med.var,4,475.95,357.9,89.475
B1A13,D3,2020,Lot.cor,4,0,4.851,1.21275
B1A13,D3,2020,Med.lup,4,0,4.42,1.105
B1A13,D3,2020,Med.var,4,162.35,470,117.5
B1A13,D3,2021,Lot.cor,4,0,2.54,0.635
B1A13,D3,2021,Med.lup,4,0,64.6,16.15
B1A13,D3,2021,Med.var,4,340.85,209.6,52.4
B1A14,D3,2017,Ant.syl,8,0,10.26,1.2825
B1A14,D3,2017,Dau.car,8,0,94.97,11.87125
B1A14,D3,2017,Leo.his,8,112.5,232.1,29.0125
B1A14,D3,2017,Pla.lan,8,13.485,7.12,0.89
B1A14,D3,2017,Tri.fra,8,3.15,233.7,29.2125
B1A14,D3,2018,Ant.syl,8,0,6.72,0.84
B1A14,D3,2018,Dau.car,8,0,62.31,7.78875
B1A14,D3,2018,Leo.his,8,35.68,105.05,13.13125
B1A14,D3,2018,Pla.lan,8,74.93,45.14,5.6425
B1A14,D3,2018,Tri.fra,8,3.79,14.61,1.82625
B1A14,D3,2019,Ant.syl,8,0,0,0
B1A14,D3,2019,Dau.car,8,0,29.51,3.68875
B1A14,D3,2019,Leo.his,8,41.475,143.6,17.95
B1A14,D3,2019,Pla.lan,8,0.085,50.82,6.3525
B1A14,D3,2019,Tri.fra,8,24.065,88.8,11.1
B1A14,D3,2020,Ant.syl,8,0,2.605,0.325625
B1A14,D3,2020,Dau.car,8,0,15.513,1.939125
B1A14,D3,2020,Leo.his,8,6.465,179.31,22.41375
B1A14,D3,2020,Pla.lan,8,30.405,86.593,10.824125
B1A14,D3,2020,Tri.fra,8,34.2,142.42,17.8025
B1A14,D3,2021,Ant.syl,8,0,5.81,0.72625
B1A14,D3,2021,Dau.car,8,0,382,47.75
B1A14,D3,2021,Leo.his,8,1.225,158.3,19.7875
B1A14,D3,2021,Pla.lan,8,160.8,288.2,36.025
B1A14,D3,2021,Tri.fra,8,25.655,106.8,13.35
B1A15,D3,2017,Cre.bie,1,0,43,43
B1A15,D3,2018,Cre.bie,1,0,127.92,127.92
B1A15,D3,2019,Cre.bie,1,0,15.2,15.2
B1A15,D3,2020,Cre.bie,1,4.3,11.12,11.12
B1A15,D3,2021,Cre.bie,1,6.155,208.7,208.7
B1A16,D3,2017,Pla.lan,2,156.95,7.12,3.56
B1A16,D3,2017,Poa.pra,2,0.686666667,85.4,42.7
B1A16,D3,2018,Pla.lan,2,7.685,45.14,22.57
B1A16,D3,2018,Poa.pra,2,32.99,7.49,3.745
B1A16,D3,2019,Pla.lan,2,67.475,50.82,25.41
B1A16,D3,2019,Poa.pra,2,16.33,49.26,24.63
B1A16,D3,2020,Pla.lan,2,18.1,86.593,43.2965
B1A16,D3,2020,Poa.pra,2,13.21,25.52,12.76
B1A16,D3,2021,Pla.lan,2,144.25,288.2,144.1
B1A16,D3,2021,Poa.pra,2,38.125,9.13,4.565
B1A17,D3,2017,Alo.pra,2,88.01,276.7,138.35
B1A17,D3,2017,Dau.car,2,11.275,94.97,47.485
B1A17,D3,2018,Alo.pra,2,124.745,98.02,49.01
B1A17,D3,2018,Dau.car,2,0,62.31,31.155
B1A17,D3,2019,Alo.pra,2,80.535,183.6,91.8
B1A17,D3,2019,Dau.car,2,0.075,29.51,14.755
B1A17,D3,2020,Alo.pra,2,24.61,186.5,93.25
B1A17,D3,2020,Dau.car,2,16.1,15.513,7.7565
B1A17,D3,2021,Alo.pra,2,134.035,254.2,127.1
B1A17,D3,2021,Dau.car,2,17.15,382,191
B1A18,D3,2017,Pru.vul,1,74.465,124,124
B1A18,D3,2018,Pru.vul,1,66.51,150.29,150.29
B1A18,D3,2019,Pru.vul,1,75.575,108.1,108.1
B1A18,D3,2020,Pru.vul,1,24.185,37.63,37.63
B1A18,D3,2021,Pru.vul,1,7,207.7,207.7
B1A19,D3,2017,Arr.ela,4,225.1,333,83.25
B1A19,D3,2017,Pru.vul,4,54.07,124,31
B1A19,D3,2018,Arr.ela,4,208.125,180.92,45.23
B1A19,D3,2018,Pru.vul,4,13.82,150.29,37.5725
B1A19,D3,2019,Arr.ela,4,163.92,196.9,49.225
B1A19,D3,2019,Pru.vul,4,5.165,108.1,27.025
B1A19,D3,2020,Arr.ela,4,220.55,114.04,28.51
B1A19,D3,2020,Pru.vul,4,1.31,37.63,9.4075
B1A19,D3,2021,Arr.ela,4,223.55,32.61,8.1525
B1A19,D3,2021,Pru.vul,4,49.88,207.7,51.925
B1A20,D3,2017,Ach.mil,16,12,97.3,6.08125
B1A20,D3,2017,Aju.rep,16,0,15.86,0.99125
B1A20,D3,2017,Bel.per,16,0,0,0
B1A20,D3,2017,Ger.pra,16,46.1,97.2,6.075
B1A20,D3,2017,Kna.arv,16,67.855,345.7,21.60625
B1A20,D3,2017,Leo.aut,16,0.485,196.2,12.2625
B1A20,D3,2017,Leo.his,16,7.07,232.1,14.50625
B1A20,D3,2017,Lot.cor,16,1.695,49.57,3.098125
B1A20,D3,2017,Med.var,16,87.9,620.3,38.76875
B1A20,D3,2017,Pla.lan,16,0,7.12,0.445
B1A20,D3,2017,Ran.acr,16,67.1,72.91,4.556875
B1A20,D3,2017,San.off,16,0,151,9.4375
B1A20,D3,2017,Tri.hyb,16,0,42.7,2.66875
B1A20,D3,2017,Tri.rep,16,0,47.65,2.978125
B1A20,D3,2017,Ver.cha,16,1.265,4.52,0.2825
B1A20,D3,2018,Ach.mil,16,0,50.24,3.14
B1A20,D3,2018,Aju.rep,16,0,17.23,1.076875
B1A20,D3,2018,Bel.per,16,0,0,0
B1A20,D3,2018,Ger.pra,16,73.78,35.13,2.195625
B1A20,D3,2018,Kna.arv,16,15.74666667,186.47,11.654375
B1A20,D3,2018,Leo.aut,16,0,123.21,7.700625
B1A20,D3,2018,Leo.his,16,0,105.05,6.565625
B1A20,D3,2018,Lot.cor,16,0,11.09,0.693125
B1A20,D3,2018,Med.var,16,75.09,394.1,24.63125
B1A20,D3,2018,Pla.lan,16,0,45.14,2.82125
B1A20,D3,2018,Ran.acr,16,23.74,33.01,2.063125
B1A20,D3,2018,San.off,16,0,94.05,5.878125
B1A20,D3,2018,Tri.hyb,16,0,8.28,0.5175
B1A20,D3,2018,Tri.rep,16,0,81.45,5.090625
B1A20,D3,2018,Ver.cha,16,0,22.22,1.38875
B1A20,D3,2019,Ach.mil,16,0,180.4,11.275
B1A20,D3,2019,Aju.rep,16,0,17.01,1.063125
B1A20,D3,2019,Bel.per,16,0,3.29,0.205625
B1A20,D3,2019,Ger.pra,16,3.39,0,0
B1A20,D3,2019,Kna.arv,16,196.53,353.4,22.0875
B1A20,D3,2019,Leo.aut,16,0,126.5,7.90625
B1A20,D3,2019,Leo.his,16,0,143.6,8.975
B1A20,D3,2019,Lot.cor,16,2.165,31.3,1.95625
B1A20,D3,2019,Med.var,16,129.495,357.9,22.36875
B1A20,D3,2019,Pla.lan,16,0,50.82,3.17625
B1A20,D3,2019,Ran.acr,16,1.885,0,0
B1A20,D3,2019,San.off,16,0,28.2,1.7625
B1A20,D3,2019,Tri.hyb,16,0,124.8,7.8
B1A20,D3,2019,Tri.rep,16,0,12.73,0.795625
B1A20,D3,2019,Ver.cha,16,0.08,3.23,0.201875
B1A20,D3,2020,Ach.mil,16,0.025,80.181,5.0113125
B1A20,D3,2020,Aju.rep,16,0,7.45,0.465625
B1A20,D3,2020,Bel.per,16,0.115,3.09,0.193125
B1A20,D3,2020,Ger.pra,16,3.715,0,0
B1A20,D3,2020,Kna.arv,16,116.15,461.892,28.86825
B1A20,D3,2020,Leo.aut,16,0,33.27,2.079375
B1A20,D3,2020,Leo.his,16,0,179.31,11.206875
B1A20,D3,2020,Lot.cor,16,3.675,4.851,0.3031875
B1A20,D3,2020,Med.var,16,163.8,470,29.375
B1A20,D3,2020,Pla.lan,16,0,86.593,5.4120625
B1A20,D3,2020,Ran.acr,16,0.185,0,0
B1A20,D3,2020,San.off,16,0,7.21,0.450625
B1A20,D3,2020,Tri.hyb,16,0,29.05,1.815625
B1A20,D3,2020,Tri.rep,16,0,19.78,1.23625
B1A20,D3,2020,Ver.cha,16,0.965,6.91,0.431875
B1A20,D3,2021,Ach.mil,16,0,89.4,5.5875
B1A20,D3,2021,Aju.rep,16,0,1.34,0.08375
B1A20,D3,2021,Bel.per,16,0,6.21,0.388125
B1A20,D3,2021,Ger.pra,16,10.01,0,0
B1A20,D3,2021,Kna.arv,16,371.85,597.5,37.34375
B1A20,D3,2021,Leo.aut,16,0,47.2,2.95
B1A20,D3,2021,Leo.his,16,0,158.3,9.89375
B1A20,D3,2021,Lot.cor,16,3.805,2.54,0.15875
B1A20,D3,2021,Med.var,16,97.125,209.6,13.1
B1A20,D3,2021,Pla.lan,16,4.56,288.2,18.0125
B1A20,D3,2021,Ran.acr,16,0.13,0,0
B1A20,D3,2021,San.off,16,0,44.11,2.756875
B1A20,D3,2021,Tri.hyb,16,0,37.88,2.3675
B1A20,D3,2021,Tri.rep,16,0,12.29,0.768125
B1A20,D3,2021,Ver.cha,16,0.435,12.2,0.7625
B1A21,D3,2017,Ach.mil,4,87.43,97.3,24.325
B1A21,D3,2017,Cre.bie,4,0,43,10.75
B1A21,D3,2018,Ach.mil,4,12.52666667,50.24,12.56
B1A21,D3,2018,Cre.bie,4,0,127.92,31.98
B1A21,D3,2019,Ach.mil,4,136.62,180.4,45.1
B1A21,D3,2019,Cre.bie,4,3.825,15.2,3.8
B1A21,D3,2020,Ach.mil,4,45.8,80.181,20.04525
B1A21,D3,2020,Cre.bie,4,4.05,11.12,2.78
B1A21,D3,2021,Ach.mil,4,43.925,89.4,22.35
B1A21,D3,2021,Cre.bie,4,4.185,208.7,52.175
B1A22,D3,2017,Ach.mil,60,0.01,97.3,1.621666667
B1A22,D3,2017,Aju.rep,60,0,15.86,0.264333333
B1A22,D3,2017,Alo.pra,60,12.12,276.7,4.611666667
B1A22,D3,2017,Ant.odo,60,0,65.82,1.097
B1A22,D3,2017,Ant.syl,60,0,10.26,0.171
B1A22,D3,2017,Arr.ela,60,136.165,333,5.55
B1A22,D3,2017,Ave.pub,60,0.505,547,9.116666667
B1A22,D3,2017,Bel.per,60,0,0,0
B1A22,D3,2017,Bro.ere,60,0,257.5,4.291666667
B1A22,D3,2017,Bro.hor,60,0,0,0
B1A22,D3,2017,Car.car,60,0,0.32,0.005333333
B1A22,D3,2017,Cen.jac,60,0,140,2.333333333
B1A22,D3,2017,Cir.ole,60,0,33.1,0.551666667
B1A22,D3,2017,Cre.bie,60,79.78,43,0.716666667
B1A22,D3,2017,Dac.glo,60,18.275,171.8,2.863333333
B1A22,D3,2017,Dau.car,60,0,94.97,1.582833333
B1A22,D3,2017,Fes.rub,60,0.095,129.8,2.163333333
B1A22,D3,2017,Gal.mol,60,70.76,299.3,4.988333333
B1A22,D3,2017,Ger.pra,60,72.705,97.2,1.62
B1A22,D3,2017,Gle.hed,60,4.68,13.94,0.232333333
B1A22,D3,2017,Hol.lan,60,0.8,27.22,0.453666667
B1A22,D3,2017,Kna.arv,60,0,345.7,5.761666667
B1A22,D3,2017,Lat.pra,60,18.735,42.34,0.705666667
B1A22,D3,2017,Leo.aut,60,0,196.2,3.27
B1A22,D3,2017,Leo.his,60,1.56,232.1,3.868333333
B1A22,D3,2017,Leu.vul,60,0,184,3.066666667
B1A22,D3,2017,Lot.cor,60,1.425,49.57,0.826166667
B1A22,D3,2017,Med.lup,60,0,74.87,1.247833333
B1A22,D3,2017,Med.var,60,0,620.3,10.33833333
B1A22,D3,2017,Pla.lan,60,3.25,7.12,0.118666667
B1A22,D3,2017,Pla.med,60,0,91.7,1.528333333
B1A22,D3,2017,Poa.pra,60,14.09,85.4,1.423333333
B1A22,D3,2017,Poa.tri,60,2.555,43.11,0.7185
B1A22,D3,2017,Pri.ver,60,0,0,0
B1A22,D3,2017,Pru.vul,60,0,124,2.066666667
B1A22,D3,2017,Ran.acr,60,19.78,72.91,1.215166667
B1A22,D3,2017,Ran.rep,60,0,76.8,1.28
B1A22,D3,2017,Rum.ace,60,13.98,4.664,0.077733333
B1A22,D3,2017,San.off,60,0,151,2.516666667
B1A22,D3,2017,Tar.off,60,11.44,76.8,1.28
B1A22,D3,2017,Tra.pra,60,0,26.93,0.448833333
B1A22,D3,2017,Tri.fra,60,0,233.7,3.895
B1A22,D3,2017,Tri.hyb,60,0,42.7,0.711666667
B1A22,D3,2017,Tri.pra,60,0.995,16.12,0.268666667
B1A22,D3,2017,Tri.rep,60,0,47.65,0.794166667
B1A22,D3,2017,Ver.cha,60,1.31,4.52,0.075333333
B1A22,D3,2017,Vic.cra,60,0,24.63,0.4105
B1A22,D3,2018,Ach.mil,60,0,50.24,0.837333333
B1A22,D3,2018,Aju.rep,60,0,17.23,0.287166667
B1A22,D3,2018,Alo.pra,60,3.685,98.02,1.633666667
B1A22,D3,2018,Ant.odo,60,0,2.44,0.040666667
B1A22,D3,2018,Ant.syl,60,0,6.72,0.112
B1A22,D3,2018,Arr.ela,60,307.115,180.92,3.015333333
B1A22,D3,2018,Ave.pub,60,10.2,163.26,2.721
B1A22,D3,2018,Bel.per,60,0.165,0,0
B1A22,D3,2018,Bro.ere,60,0,281.49,4.6915
B1A22,D3,2018,Bro.hor,60,2.165,0.53,0.008833333
B1A22,D3,2018,Car.car,60,0,0,0
B1A22,D3,2018,Cen.jac,60,0,137.63,2.293833333
B1A22,D3,2018,Cir.ole,60,0,0.32,0.005333333
B1A22,D3,2018,Cre.bie,60,19.775,127.92,2.132
B1A22,D3,2018,Dac.glo,60,33.4,218.33,3.638833333
B1A22,D3,2018,Dau.car,60,0,62.31,1.0385
B1A22,D3,2018,Fes.rub,60,0,75.88,1.264666667
B1A22,D3,2018,Gal.mol,60,69.11,217.4,3.623333333
B1A22,D3,2018,Ger.pra,60,35.17,35.13,0.5855
B1A22,D3,2018,Gle.hed,60,9.46,4.95,0.0825
B1A22,D3,2018,Hol.lan,60,0.68,55.25,0.920833333
B1A22,D3,2018,Kna.arv,60,0,186.47,3.107833333
B1A22,D3,2018,Lat.pra,60,10.175,23.12,0.385333333
B1A22,D3,2018,Leo.aut,60,0,123.21,2.0535
B1A22,D3,2018,Leo.his,60,0,105.05,1.750833333
B1A22,D3,2018,Leu.vul,60,0,202.05,3.3675
B1A22,D3,2018,Lot.cor,60,7.855,11.09,0.184833333
B1A22,D3,2018,Med.lup,60,0,7.67,0.127833333
B1A22,D3,2018,Med.var,60,0,394.1,6.568333333
B1A22,D3,2018,Pla.lan,60,13.025,45.14,0.752333333
B1A22,D3,2018,Pla.med,60,0,148.21,2.470166667
B1A22,D3,2018,Poa.pra,60,0.485,7.49,0.124833333
B1A22,D3,2018,Poa.tri,60,35.225,11.18,0.186333333
B1A22,D3,2018,Pri.ver,60,0,0,0
B1A22,D3,2018,Pru.vul,60,0,150.29,2.504833333
B1A22,D3,2018,Ran.acr,60,12.33,33.01,0.550166667
B1A22,D3,2018,Ran.rep,60,0,10.95,0.1825
B1A22,D3,2018,Rum.ace,60,93.825,9.99,0.1665
B1A22,D3,2018,San.off,60,0,94.05,1.5675
B1A22,D3,2018,Tar.off,60,2.4,33.12,0.552
B1A22,D3,2018,Tra.pra,60,0,183.09,3.0515
B1A22,D3,2018,Tri.fra,60,0,14.61,0.2435
B1A22,D3,2018,Tri.hyb,60,0,8.28,0.138
B1A22,D3,2018,Tri.pra,60,0,32.01,0.5335
B1A22,D3,2018,Tri.rep,60,0,81.45,1.3575
B1A22,D3,2018,Ver.cha,60,0.105,22.22,0.370333333
B1A22,D3,2018,Vic.cra,60,0,103.13,1.718833333
B1A22,D3,2019,Ach.mil,60,0,180.4,3.006666667
B1A22,D3,2019,Aju.rep,60,0,17.01,0.2835
B1A22,D3,2019,Alo.pra,60,15.03,183.6,3.06
B1A22,D3,2019,Ant.odo,60,0,13.5,0.225
B1A22,D3,2019,Ant.syl,60,0,0,0
B1A22,D3,2019,Arr.ela,60,368.945,196.9,3.281666667
B1A22,D3,2019,Ave.pub,60,0.8,81.4,1.356666667
B1A22,D3,2019,Bel.per,60,0.09,3.29,0.054833333
B1A22,D3,2019,Bro.ere,60,7.105,312.6,5.21
B1A22,D3,2019,Bro.hor,60,11.68,63.61,1.060166667
B1A22,D3,2019,Car.car,60,0,107.4,1.79
B1A22,D3,2019,Cen.jac,60,0,278.1,4.635
B1A22,D3,2019,Cir.ole,60,0,0,0
B1A22,D3,2019,Cre.bie,60,0,15.2,0.253333333
B1A22,D3,2019,Dac.glo,60,55.805,209.8,3.496666667
B1A22,D3,2019,Dau.car,60,0,29.51,0.491833333
B1A22,D3,2019,Fes.rub,60,0.755,130.9,2.181666667
B1A22,D3,2019,Gal.mol,60,33.9,99.8,1.663333333
B1A22,D3,2019,Ger.pra,60,6.43,0,0
B1A22,D3,2019,Gle.hed,60,0.1,0.95,0.015833333
B1A22,D3,2019,Hol.lan,60,1.835,5.64,0.094
B1A22,D3,2019,Kna.arv,60,0,353.4,5.89
B1A22,D3,2019,Lat.pra,60,2.045,17.12,0.285333333
B1A22,D3,2019,Leo.aut,60,0,126.5,2.108333333
B1A22,D3,2019,Leo.his,60,0.18,143.6,2.393333333
B1A22,D3,2019,Leu.vul,60,0,159.51,2.6585
B1A22,D3,2019,Lot.cor,60,0.49,31.3,0.521666667
B1A22,D3,2019,Med.lup,60,0,39.72,0.662
B1A22,D3,2019,Med.var,60,0,357.9,5.965
B1A22,D3,2019,Pla.lan,60,0,50.82,0.847
B1A22,D3,2019,Pla.med,60,0,3.24,0.054
B1A22,D3,2019,Poa.pra,60,11.965,49.26,0.821
B1A22,D3,2019,Poa.tri,60,8.705,7.86,0.131
B1A22,D3,2019,Pri.ver,60,0,0,0
B1A22,D3,2019,Pru.vul,60,0,108.1,1.801666667
B1A22,D3,2019,Ran.acr,60,0.11,0,0
B1A22,D3,2019,Ran.rep,60,0,19.53,0.3255
B1A22,D3,2019,Rum.ace,60,2.36,3.87,0.0645
B1A22,D3,2019,San.off,60,0,28.2,0.47
B1A22,D3,2019,Tar.off,60,1.37,83.9,1.398333333
B1A22,D3,2019,Tra.pra,60,0,9.72,0.162
B1A22,D3,2019,Tri.fra,60,0,88.8,1.48
B1A22,D3,2019,Tri.hyb,60,0,124.8,2.08
B1A22,D3,2019,Tri.pra,60,0,41.9,0.698333333
B1A22,D3,2019,Tri.rep,60,0,12.73,0.212166667
B1A22,D3,2019,Ver.cha,60,0,3.23,0.053833333
B1A22,D3,2019,Vic.cra,60,0,41.2,0.686666667
B1A22,D3,2020,Ach.mil,60,0,80.181,1.33635
B1A22,D3,2020,Aju.rep,60,0,7.45,0.124166667
B1A22,D3,2020,Alo.pra,60,1.65,186.5,3.108333333
B1A22,D3,2020,Ant.odo,60,0,0,0
B1A22,D3,2020,Ant.syl,60,0,2.605,0.043416667
B1A22,D3,2020,Arr.ela,60,258.65,114.04,1.900666667
