plotcode,year,species_other,AGB.mix,Richness,biomass,AGB.mono
B1A17,2013,Dau.car,1.6985,2,53.5,26.75
B1A17,2014,Alo.pra,181.95,2,75.1369,37.56845
B1A17,2014,Dau.car,59.985,2,5.0065,2.50325
B1A17,2015,Alo.pra,93.8,2,105.815,52.9075
B1A17,2015,Dau.car,1.215,2,177.8,88.9
B1A19,2011,Arr.ela,235.5,4,603.5,150.875
B1A19,2011,Pru.vul,27.45,4,58.78,14.695
B1A19,2012,Arr.ela,228,4,434.5,108.625
B1A19,2012,Pru.vul,21.14,4,181.65,45.4125
B1A19,2013,Arr.ela,143.75,4,164.5,41.125
B1A19,2013,Pru.vul,8.897,4,94.4,23.6
B1A19,2014,Arr.ela,202.25,4,60.3182,15.07955
B1A19,2014,Pru.vul,38.35,4,144.3345,36.083625
B1A19,2015,Arr.ela,126.4,4,230.15,57.5375
B1A19,2015,Pru.vul,15.29,4,59.05,14.7625
B1A20,2011,Ach.mil,2.86,16,151,9.4375
B1A20,2011,Aju.rep,4.23,16,0,0
B1A20,2011,Bel.per,0.77,16,0.27,0.016875
B1A20,2011,Ger.pra,0.115,16,330,20.625
B1A20,2011,Kna.arv,127,16,353,22.0625
B1A20,2011,Leo.aut,0,16,63,3.9375
B1A20,2011,Leo.his,0,16,306,19.125
B1A20,2011,Lot.cor,6.505,16,84.04,5.2525
B1A20,2011,Med.var,198.42,16,171,10.6875
B1A20,2011,Pla.lan,160.5,16,166,10.375
B1A20,2011,Ran.acr,25.15,16,205,12.8125
B1A20,2011,San.off,0,16,215,13.4375
B1A20,2011,Tri.hyb,3.95,16,108,6.75
B1A20,2011,Tri.rep,3.505,16,52.91,3.306875
B1A20,2011,Ver.cha,14.12,16,24.13,1.508125
B1A20,2012,Ach.mil,20.49,16,145,9.0625
B1A20,2012,Aju.rep,0,16,0,0
B1A20,2012,Bel.per,2.145,16,21.97,1.373125
B1A20,2012,Ger.pra,6.865,16,354,22.125
B1A20,2012,Kna.arv,132.49,16,915,57.1875
B1A20,2012,Leo.aut,0,16,192.99,12.061875
B1A20,2012,Leo.his,0.45,16,263,16.4375
B1A20,2012,Lot.cor,5.38,16,55.79,3.486875
B1A20,2012,Med.var,469,16,188,11.75
B1A20,2012,Pla.lan,73.52,16,199,12.4375
B1A20,2012,Ran.acr,12.555,16,212,13.25
B1A20,2012,San.off,0,16,509,31.8125
B1A20,2012,Tri.hyb,0,16,8.26,0.51625
B1A20,2012,Tri.rep,0.565,16,20.37,1.273125
B1A20,2012,Ver.cha,6.14,16,15.43,0.964375
B1A20,2013,Ach.mil,20.65,16,118.4,7.4
B1A20,2013,Aju.rep,0.79,16,0,0
B1A20,2013,Bel.per,11.58,16,31.8,1.9875
B1A20,2013,Ger.pra,27.655,16,138.5,8.65625
B1A20,2013,Kna.arv,200.6,16,483.6,30.225
B1A20,2013,Leo.aut,0,16,180.3,11.26875
B1A20,2013,Leo.his,4.015,16,187.4,11.7125
B1A20,2013,Lot.cor,15.255,16,84.15,5.259375
B1A20,2013,Med.var,80.9,16,55.3,3.45625
B1A20,2013,Pla.lan,66.25,16,96,6
B1A20,2013,Ran.acr,16.245,16,198.8,12.425
B1A20,2013,San.off,0,16,311.1,19.44375
B1A20,2013,Tri.hyb,0,16,58.4,3.65
B1A20,2013,Tri.rep,2.01,16,5.915,0.3696875
B1A20,2013,Ver.cha,14.73,16,24.1,1.50625
B1A20,2014,Ach.mil,38.668,16,316.9558,19.8097375
B1A20,2014,Aju.rep,0,16,8.71715,0.544821875
B1A20,2014,Bel.per,7.2,16,88.7735,5.54834375
B1A20,2014,Ger.pra,209.85,16,0,0
B1A20,2014,Kna.arv,191.65,16,627.6422,39.2276375
B1A20,2014,Leo.aut,0,16,212.5755,13.28596875
B1A20,2014,Leo.his,0,16,395.8217,24.73885625
B1A20,2014,Lot.cor,0,16,21.0923,1.31826875
B1A20,2014,Med.var,35.191,16,235.5637,14.72273125
B1A20,2014,Pla.lan,40.762,16,203.1149,12.69468125
B1A20,2014,Ran.acr,67.35,16,210.5202,13.1575125
B1A20,2014,San.off,0,16,678.7529,42.42205625
B1A20,2014,Tri.hyb,0,16,0,0
B1A20,2014,Tri.rep,0,16,3.9265,0.24540625
B1A20,2014,Ver.cha,0.457,16,2.33925,0.146203125
B1A20,2015,Ach.mil,27.62,16,22,1.375
B1A20,2015,Aju.rep,0,16,5.49,0.343125
B1A20,2015,Bel.per,1.135,16,7.97,0.498125
B1A20,2015,Ger.pra,116.29,16,83.87,5.241875
B1A20,2015,Kna.arv,256.6,16,226.3,14.14375
B1A20,2015,Leo.aut,1.325,16,40.71,2.544375
B1A20,2015,Leo.his,0,16,135,8.4375
B1A20,2015,Lot.cor,0,16,6.2,0.3875
B1A20,2015,Med.var,38.9,16,146.5,9.15625
B1A20,2015,Pla.lan,5.36,16,44.92,2.8075
B1A20,2015,Ran.acr,112.8435,16,134.63,8.414375
B1A20,2015,San.off,0,16,271.2,16.95
B1A20,2015,Tri.hyb,0,16,2.85,0.178125
B1A20,2015,Tri.rep,0,16,0.87,0.054375
B1A20,2015,Ver.cha,2.96,16,24.04,1.5025
B1A21,2011,Ach.mil,50.145,4,151,37.75
B1A21,2011,Cre.bie,28.28,4,51,12.75
B1A21,2012,Ach.mil,67.75,4,145,36.25
B1A21,2012,Cre.bie,10,4,124,31
B1A21,2013,Ach.mil,46.755,4,118.4,29.6
B1A21,2013,Cre.bie,17.81,4,53.6,13.4
B1A21,2014,Ach.mil,88.683,4,316.9558,79.23895
B1A21,2014,Cre.bie,11.418,4,0.0851,0.021275
B1A21,2015,Ach.mil,22.0735,4,22,5.5
B1A21,2015,Cre.bie,15.07,4,0,0
B2A01,2011,Ant.odo,0.255,4,43.12,10.78
B2A01,2011,Kna.arv,194.5,4,353,88.25
B2A01,2011,Pru.vul,11.72,4,58.78,14.695
B2A01,2011,Tri.pra,113.51,4,439.5,109.875
B2A01,2012,Ant.odo,0.135,4,46.45,11.6125
B2A01,2012,Kna.arv,397.5,4,915,228.75
B2A01,2012,Pru.vul,21.385,4,181.65,45.4125
B2A01,2012,Tri.pra,108.8,4,229.5,57.375
B2A01,2013,Ant.odo,0,4,120.2,30.05
B2A01,2013,Kna.arv,230.8,4,483.6,120.9
B2A01,2013,Pru.vul,8.901,4,94.4,23.6
B2A01,2013,Tri.pra,72.55,4,77.9,19.475
B2A01,2014,Ant.odo,0,4,246.1429,61.535725
B2A01,2014,Kna.arv,376.5,4,627.6422,156.91055
B2A01,2014,Pru.vul,0.894,4,144.3345,36.083625
B2A01,2014,Tri.pra,9.737,4,22.6516,5.6629
B2A01,2015,Ant.odo,0.335,4,49.24,12.31
B2A01,2015,Kna.arv,404.8,4,226.3,56.575
B2A01,2015,Pru.vul,3.04,4,59.05,14.7625
B2A01,2015,Tri.pra,2.645,4,9.025,2.25625
B2A02,2011,Fes.rub,91,2,206,103
B2A02,2012,Fes.rub,134.5,2,299,149.5
B2A02,2013,Fes.rub,121.05,2,265.3,132.65
B2A02,2014,Fes.rub,307,2,203.2333,101.61665
B2A02,2015,Fes.rub,180.05,2,56.1,28.05
B2A06,2011,Lat.pra,34.55,4,38.08,9.52
B2A06,2011,Med.lup,28,4,7.19,1.7975
B2A06,2011,Pla.lan,58.205,4,166,41.5
B2A06,2011,Tar.off,100,4,55.13,13.7825
B2A06,2012,Lat.pra,99.635,4,94.99,23.7475
B2A06,2012,Med.lup,19.9,4,23.69,5.9225
B2A06,2012,Pla.lan,18.84,4,199,49.75
B2A06,2012,Tar.off,39.565,4,49.78,12.445
B2A06,2013,Lat.pra,143.55,4,59.2,14.8
B2A06,2013,Med.lup,1.305,4,19.93,4.9825
B2A06,2013,Pla.lan,74.8,4,96,24
B2A06,2013,Tar.off,126.95,4,70.5,17.625
B2A06,2014,Lat.pra,190.35,4,139.6571,34.914275
B2A06,2014,Med.lup,0.306,4,41.2245,10.306125
B2A06,2014,Pla.lan,87.6,4,203.1149,50.778725
B2A06,2014,Tar.off,115.5,4,99.03,24.7575
B2A06,2015,Lat.pra,28.75,4,80.1,20.025
B2A06,2015,Med.lup,4.5,4,22.8,5.7
B2A06,2015,Pla.lan,191.6,4,44.92,11.23
B2A06,2015,Tar.off,38.005,4,72.7,18.175
B2A08,2011,Ran.acr,326,2,205,102.5
B2A08,2012,Ran.acr,149,2,212,106
B2A08,2013,Ran.acr,251.3,2,198.8,99.4
B2A08,2014,Ran.acr,271.95,2,210.5202,105.2601
B2A08,2015,Ran.acr,152.5,2,134.63,67.315
B2A09,2011,Aju.rep,3.59,4,0,0
B2A09,2011,Pla.lan,68.015,4,166,41.5
B2A09,2011,Pri.ver,179,4,82,20.5
B2A09,2011,Pru.vul,25.745,4,58.78,14.695
B2A09,2012,Aju.rep,3.115,4,0,0
B2A09,2012,Pla.lan,8.91,4,199,49.75
B2A09,2012,Pri.ver,149.4,4,183,45.75
B2A09,2012,Pru.vul,163.775,4,181.65,45.4125
B2A09,2013,Aju.rep,5.235,4,0,0
B2A09,2013,Pla.lan,44.97,4,96,24
B2A09,2013,Pri.ver,122.5905,4,178.6,44.65
B2A09,2013,Pru.vul,37.09,4,94.4,23.6
B2A09,2014,Aju.rep,0.122,4,8.71715,2.1792875
B2A09,2014,Pla.lan,163.45,4,203.1149,50.778725
B2A09,2014,Pri.ver,37.177,4,0.4405,0.110125
B2A09,2014,Pru.vul,50.75,4,144.3345,36.083625
B2A09,2015,Aju.rep,0.8,4,5.49,1.3725
B2A09,2015,Pla.lan,32.805,4,44.92,11.23
B2A09,2015,Pri.ver,62.71,4,5.04,1.26
B2A09,2015,Pru.vul,19.01,4,59.05,14.7625
B2A10,2011,Alo.pra,6.24,16,135.715,8.4821875
B2A10,2011,Ant.odo,0.005,16,43.12,2.695
B2A10,2011,Arr.ela,107.865,16,603.5,37.71875
B2A10,2011,Bel.per,0.22,16,0.27,0.016875
B2A10,2011,Bro.ere,109.465,16,214,13.375
B2A10,2011,Hol.lan,2.22,16,15.7,0.98125
B2A10,2011,Leo.aut,0,16,63,3.9375
B2A10,2011,Leo.his,126,16,306,19.125
B2A10,2011,Pla.lan,22.95,16,166,10.375
B2A10,2011,Poa.pra,0.145,16,75,4.6875
B2A10,2011,Pri.ver,5.705,16,82,5.125
B2A10,2011,Pru.vul,5.58,16,58.78,3.67375
B2A10,2011,Ran.rep,0.175,16,5,0.3125
B2A10,2011,Ver.cha,0.96,16,24.13,1.508125
B2A10,2012,Alo.pra,0.925,16,101.445,6.3403125
B2A10,2012,Ant.odo,0,16,46.45,2.903125
B2A10,2012,Arr.ela,23.87,16,434.5,27.15625
B2A10,2012,Bel.per,0.045,16,21.97,1.373125
B2A10,2012,Bro.ere,109.675,16,386,24.125
B2A10,2012,Hol.lan,2.98,16,1.43,0.089375
B2A10,2012,Leo.aut,4.41,16,192.99,12.061875
B2A10,2012,Leo.his,114.38,16,263,16.4375
B2A10,2012,Pla.lan,8.24,16,199,12.4375
B2A10,2012,Poa.pra,0.14,16,51.49,3.218125
B2A10,2012,Pri.ver,39.075,16,183,11.4375
B2A10,2012,Pru.vul,6.34,16,181.65,11.353125
B2A10,2012,Ran.rep,0.46,16,104.55,6.534375
B2A10,2012,Ver.cha,0.255,16,15.43,0.964375
B2A10,2013,Alo.pra,5.135,16,103.55,6.471875
B2A10,2013,Ant.odo,0,16,120.2,7.5125
B2A10,2013,Arr.ela,11.378,16,164.5,10.28125
B2A10,2013,Bel.per,0.035,16,31.8,1.9875
B2A10,2013,Bro.ere,88.55,16,270.9,16.93125
B2A10,2013,Hol.lan,0,16,0,0
B2A10,2013,Leo.aut,4.59,16,180.3,11.26875
B2A10,2013,Leo.his,71.2,16,187.4,11.7125
B2A10,2013,Pla.lan,21.515,16,96,6
B2A10,2013,Poa.pra,1.195,16,61.4,3.8375
B2A10,2013,Pri.ver,26.3,16,178.6,11.1625
B2A10,2013,Pru.vul,56.785,16,94.4,5.9
B2A10,2013,Ran.rep,1.067,16,40.3,2.51875
B2A10,2013,Ver.cha,0.07,16,24.1,1.50625
B2A10,2014,Alo.pra,7.05,16,75.1369,4.69605625
B2A10,2014,Ant.odo,0.7705,16,246.1429,15.38393125
B2A10,2014,Arr.ela,14.45,16,60.3182,3.7698875
B2A10,2014,Bel.per,0.174,16,88.7735,5.54834375
B2A10,2014,Bro.ere,66.863,16,250.3122,15.6445125
B2A10,2014,Hol.lan,0,16,0,0
B2A10,2014,Leo.aut,0.204,16,212.5755,13.28596875
B2A10,2014,Leo.his,59.35,16,395.8217,24.73885625
B2A10,2014,Pla.lan,93.1,16,203.1149,12.69468125
B2A10,2014,Poa.pra,0.3705,16,66.97915,4.186196875
B2A10,2014,Pri.ver,8.35,16,0.4405,0.02753125
B2A10,2014,Pru.vul,10.4255,16,144.3345,9.02090625
B2A10,2014,Ran.rep,0.9125,16,64.9412,4.058825
B2A10,2014,Ver.cha,0,16,2.33925,0.146203125
B2A10,2015,Alo.pra,1.175,16,105.815,6.6134375
B2A10,2015,Ant.odo,0.235,16,49.24,3.0775
B2A10,2015,Arr.ela,12.885,16,230.15,14.384375
B2A10,2015,Bel.per,1.525,16,7.97,0.498125
B2A10,2015,Bro.ere,51.6,16,240.2,15.0125
B2A10,2015,Hol.lan,0,16,18,1.125
B2A10,2015,Leo.aut,0,16,40.71,2.544375
B2A10,2015,Leo.his,128.9,16,135,8.4375
B2A10,2015,Pla.lan,9.645,16,44.92,2.8075
B2A10,2015,Poa.pra,0,16,9.15,0.571875
B2A10,2015,Pri.ver,4.7,16,5.04,0.315
B2A10,2015,Pru.vul,1.0875,16,59.05,3.690625
B2A10,2015,Ran.rep,0,16,42.48,2.655
B2A10,2015,Ver.cha,0,16,24.04,1.5025
B2A12,2011,Ant.syl,0,8,56.165,7.020625
B2A12,2011,Gal.mol,118.5,8,242,30.25
B2A12,2011,Ger.pra,12.7,8,330,41.25
B2A12,2011,Kna.arv,32.14,8,353,44.125
B2A12,2011,Leu.vul,99.265,8,204,25.5
B2A12,2011,Ran.acr,17.015,8,205,25.625
B2A12,2011,San.off,0,8,215,26.875
B2A12,2012,Ant.syl,0,8,52.135,6.516875
B2A12,2012,Gal.mol,63.91,8,322,40.25
B2A12,2012,Ger.pra,24.535,8,354,44.25
B2A12,2012,Kna.arv,89,8,915,114.375
B2A12,2012,Leu.vul,156.165,8,578,72.25
B2A12,2012,Ran.acr,10.37,8,212,26.5
B2A12,2012,San.off,0,8,509,63.625
B2A12,2013,Ant.syl,0,8,1.85,0.23125
B2A12,2013,Gal.mol,71.1,8,248.7,31.0875
B2A12,2013,Ger.pra,49.95,8,138.5,17.3125
B2A12,2013,Kna.arv,44.3,8,483.6,60.45
B2A12,2013,Leu.vul,49.7,8,235.3,29.4125
B2A12,2013,Ran.acr,14.0915,8,198.8,24.85
B2A12,2013,San.off,0,8,311.1,38.8875
B2A12,2014,Ant.syl,0,8,0,0
B2A12,2014,Gal.mol,100.55,8,354.0771,44.2596375
B2A12,2014,Ger.pra,51.2025,8,0,0
B2A12,2014,Kna.arv,107.4,8,627.6422,78.455275
B2A12,2014,Leu.vul,75.761,8,650.2912,81.2864
B2A12,2014,Ran.acr,43.3,8,210.5202,26.315025
B2A12,2014,San.off,0,8,678.7529,84.8441125
B2A12,2015,Ant.syl,0,8,0.035,0.004375
B2A12,2015,Gal.mol,53.215,8,229.8,28.725
B2A12,2015,Ger.pra,37.53,8,83.87,10.48375
B2A12,2015,Kna.arv,95.345,8,226.3,28.2875
B2A12,2015,Leu.vul,43.803,8,295.2,36.9
B2A12,2015,Ran.acr,43.755,8,134.63,16.82875
B2A12,2015,San.off,0,8,271.2,33.9
B2A14,2011,Kna.arv,27.53,8,353,44.125
B2A14,2011,Leo.his,114,8,306,38.25
B2A14,2011,San.off,0,8,215,26.875
B2A14,2011,Tri.hyb,0,8,108,13.5
B2A14,2011,Ver.cha,10.445,8,24.13,3.01625
B2A14,2012,Kna.arv,167.5,8,915,114.375
B2A14,2012,Leo.his,79.98,8,263,32.875
B2A14,2012,San.off,0,8,509,63.625
B2A14,2012,Tri.hyb,0,8,8.26,1.0325
B2A14,2012,Ver.cha,3.62,8,15.43,1.92875
B2A14,2013,Kna.arv,75,8,483.6,60.45
B2A14,2013,Leo.his,111.7,8,187.4,23.425
B2A14,2013,San.off,0,8,311.1,38.8875
B2A14,2013,Tri.hyb,13.4,8,58.4,7.3
B2A14,2013,Ver.cha,2.16,8,24.1,3.0125
B2A14,2014,Kna.arv,4.3825,8,627.6422,78.455275
B2A14,2014,Leo.his,217.2,8,395.8217,49.4777125
B2A14,2014,San.off,0,8,678.7529,84.8441125
B2A14,2014,Tri.hyb,0,8,0,0
B2A14,2014,Ver.cha,0.1775,8,2.33925,0.29240625
B2A14,2015,Kna.arv,179.4,8,226.3,28.2875
B2A14,2015,Leo.his,64.15,8,135,16.875
B2A14,2015,San.off,0,8,271.2,33.9
B2A14,2015,Tri.hyb,0,8,2.85,0.35625
B2A14,2015,Ver.cha,0.325,8,24.04,3.005
B2A16,2011,Kna.arv,113.5,4,353,88.25
B2A16,2011,Leo.aut,0,4,63,15.75
B2A16,2011,Pla.med,191,4,203,50.75
B2A16,2011,Vic.cra,28.075,4,96,24
B2A16,2012,Kna.arv,311.5,4,915,228.75
B2A16,2012,Leo.aut,0,4,192.99,48.2475
B2A16,2012,Pla.med,157,4,256,64
B2A16,2012,Vic.cra,31.345,4,132,33
B2A16,2013,Kna.arv,82.6,4,483.6,120.9
B2A16,2013,Leo.aut,0,4,180.3,45.075
B2A16,2013,Pla.med,208.3,4,141.3,35.325
B2A16,2013,Vic.cra,16.25,4,154.9,38.725
B2A16,2014,Kna.arv,124.9,4,627.6422,156.91055
B2A16,2014,Leo.aut,0,4,212.5755,53.143875
B2A16,2014,Pla.med,581.35,4,263.6406,65.91015
B2A16,2014,Vic.cra,0,4,270.804,67.701
B2A16,2015,Kna.arv,295.86,4,226.3,56.575
B2A16,2015,Leo.aut,0,4,40.71,10.1775
B2A16,2015,Pla.med,330.5,4,65.63,16.4075
B2A16,2015,Vic.cra,1.57,4,124.25,31.0625
B2A17,2011,Gle.hed,38.555,8,11.98,1.4975
B2A17,2011,Lat.pra,9.85,8,38.08,4.76
B2A17,2011,Leo.aut,0,8,63,7.875
B2A17,2011,Pla.med,390.5,8,203,25.375
B2A17,2011,Tar.off,3.525,8,55.13,6.89125
B2A17,2011,Tri.fra,0,8,153,19.125
B2A17,2011,Vic.cra,0,8,96,12
B2A17,2012,Gle.hed,5.56,8,11.54,1.4425
B2A17,2012,Lat.pra,59.91,8,94.99,11.87375
B2A17,2012,Leo.aut,0,8,192.99,24.12375
B2A17,2012,Pla.med,299.5,8,256,32
B2A17,2012,Tar.off,0,8,49.78,6.2225
B2A17,2012,Tri.fra,0,8,324.01,40.50125
B2A17,2012,Vic.cra,0,8,132,16.5
B2A17,2013,Gle.hed,11.06,8,150.1,18.7625
B2A17,2013,Lat.pra,20.02,8,59.2,7.4
B2A17,2013,Leo.aut,0,8,180.3,22.5375
B2A17,2013,Pla.med,176.65,8,141.3,17.6625
B2A17,2013,Tar.off,0,8,70.5,8.8125
B2A17,2013,Tri.fra,0,8,345,43.125
B2A17,2013,Vic.cra,6.95,8,154.9,19.3625
B2A17,2014,Gle.hed,35.05,8,284.9277,35.6159625
B2A17,2014,Lat.pra,147.9,8,139.6571,17.4571375
B2A17,2014,Leo.aut,0,8,212.5755,26.5719375
B2A17,2014,Pla.med,433.95,8,263.6406,32.955075
B2A17,2014,Tar.off,6.023,8,99.03,12.37875
B2A17,2014,Tri.fra,0,8,248.51,31.06375
B2A17,2014,Vic.cra,7.1,8,270.804,33.8505
B2A17,2015,Gle.hed,22.435,8,13.877,1.734625
B2A17,2015,Lat.pra,22.02,8,80.1,10.0125
B2A17,2015,Leo.aut,27.05,8,40.71,5.08875
B2A17,2015,Pla.med,155.35,8,65.63,8.20375
B2A17,2015,Tar.off,0,8,72.7,9.0875
B2A17,2015,Tri.fra,0,8,36.94,4.6175
B2A17,2015,Vic.cra,5.43,8,124.25,15.53125
B2A18,2011,Aju.rep,1.72,16,0,0
B2A18,2011,Alo.pra,4.54,16,135.715,8.4821875
B2A18,2011,Ant.syl,0.265,16,56.165,3.5103125
B2A18,2011,Bro.hor,0,16,4.96,0.31
B2A18,2011,Ger.pra,5.475,16,330,20.625
B2A18,2011,Med.lup,1.215,16,7.19,0.449375
B2A18,2011,Pla.med,232.5,16,203,12.6875
B2A18,2011,Poa.pra,0.71,16,75,4.6875
B2A18,2011,Pri.ver,13.5,16,82,5.125
B2A18,2011,Ran.rep,1.415,16,5,0.3125
B2A18,2011,Tri.rep,4.43,16,52.91,3.306875
B2A18,2012,Aju.rep,0.645,16,0,0
B2A18,2012,Alo.pra,2.235,16,101.445,6.3403125
B2A18,2012,Ant.syl,0.765,16,52.135,3.2584375
B2A18,2012,Bro.hor,0,16,0,0
B2A18,2012,Ger.pra,34.665,16,354,22.125
B2A18,2012,Med.lup,60.125,16,23.69,1.480625
B2A18,2012,Pla.med,240,16,256,16
B2A18,2012,Poa.pra,0.44,16,51.49,3.218125
B2A18,2012,Pri.ver,9.5,16,183,11.4375
B2A18,2012,Ran.rep,0,16,104.55,6.534375
B2A18,2012,Tri.rep,0.29,16,20.37,1.273125
B2A18,2013,Aju.rep,0,16,0,0
B2A18,2013,Alo.pra,1.175,16,103.55,6.471875
B2A18,2013,Ant.syl,0,16,1.85,0.115625
B2A18,2013,Bro.hor,0,16,57.6,3.6
B2A18,2013,Ger.pra,191.8,16,138.5,8.65625
B2A18,2013,Med.lup,0,16,19.93,1.245625
B2A18,2013,Pla.med,81.57,16,141.3,8.83125
B2A18,2013,Poa.pra,4.935,16,61.4,3.8375
B2A18,2013,Pri.ver,52.25,16,178.6,11.1625
B2A18,2013,Ran.rep,0,16,40.3,2.51875
B2A18,2013,Tri.rep,0.09,16,5.915,0.3696875
B2A18,2014,Aju.rep,0,16,8.71715,0.544821875
B2A18,2014,Alo.pra,0.791,16,75.1369,4.69605625
B2A18,2014,Ant.syl,0,16,0,0
B2A18,2014,Bro.hor,0,16,5.67515,0.354696875
B2A18,2014,Ger.pra,371.5,16,0,0
B2A18,2014,Med.lup,0,16,41.2245,2.57653125
B2A18,2014,Pla.med,244.8,16,263.6406,16.4775375
B2A18,2014,Poa.pra,0.168,16,66.97915,4.186196875
B2A18,2014,Pri.ver,0,16,0.4405,0.02753125
B2A18,2014,Ran.rep,1.207,16,64.9412,4.058825
B2A18,2014,Tri.rep,0,16,3.9265,0.24540625
B2A18,2015,Aju.rep,0.118,16,5.49,0.343125
B2A18,2015,Alo.pra,22.35,16,105.815,6.6134375
B2A18,2015,Ant.syl,0,16,0.035,0.0021875
B2A18,2015,Bro.hor,0,16,6.66,0.41625
B2A18,2015,Ger.pra,185.4,16,83.87,5.241875
B2A18,2015,Med.lup,0.555,16,22.8,1.425
B2A18,2015,Pla.med,117.1,16,65.63,4.101875
B2A18,2015,Poa.pra,2.255,16,9.15,0.571875
B2A18,2015,Pri.ver,0,16,5.04,0.315
B2A18,2015,Ran.rep,7.34,16,42.48,2.655
B2A18,2015,Tri.rep,0,16,0.87,0.054375
B2A19,2011,Pla.med,254,2,203,101.5
B2A19,2011,Tar.off,17.745,2,55.13,27.565
B2A19,2012,Pla.med,227,2,256,128
B2A19,2012,Tar.off,14.21,2,49.78,24.89
B2A19,2013,Pla.med,33.5,2,141.3,70.65
B2A19,2013,Tar.off,183.1,2,70.5,35.25
B2A19,2014,Pla.med,101.5,2,263.6406,131.8203
B2A19,2014,Tar.off,147.45,2,99.03,49.515
B2A19,2015,Pla.med,99.7,2,65.63,32.815
B2A19,2015,Tar.off,68.93,2,72.7,36.35
B2A20,2011,Pla.lan,151.71,2,166,83
B2A20,2012,Pla.lan,37,2,199,99.5
B2A20,2013,Pla.lan,324.55,2,96,48
B2A20,2014,Pla.lan,96.9,2,203.1149,101.55745
B2A20,2015,Pla.lan,112.995,2,44.92,22.46
B2A21,2011,Cre.bie,16.53,8,51,6.375
B2A21,2011,Gal.mol,160,8,242,30.25
B2A21,2011,Leo.his,107.805,8,306,38.25
B2A21,2011,Lot.cor,79.035,8,84.04,10.505
B2A21,2011,Med.lup,0,8,7.19,0.89875
B2A21,2011,Pla.med,60.545,8,203,25.375
B2A21,2011,San.off,0,8,215,26.875
B2A21,2012,Cre.bie,16.28,8,124,15.5
B2A21,2012,Gal.mol,72.92,8,322,40.25
B2A21,2012,Leo.his,121.645,8,263,32.875
B2A21,2012,Lot.cor,119.445,8,55.79,6.97375
B2A21,2012,Med.lup,5.975,8,23.69,2.96125
B2A21,2012,Pla.med,83,8,256,32
B2A21,2012,San.off,3.455,8,509,63.625
B2A21,2013,Cre.bie,0,8,53.6,6.7
B2A21,2013,Gal.mol,89.8,8,248.7,31.0875
B2A21,2013,Leo.his,79.2,8,187.4,23.425
B2A21,2013,Lot.cor,102.115,8,84.15,10.51875
B2A21,2013,Med.lup,0,8,19.93,2.49125
B2A21,2013,Pla.med,43.94,8,141.3,17.6625
B2A21,2013,San.off,0.22,8,311.1,38.8875
B2A21,2014,Cre.bie,0.2545,8,0.0851,0.0106375
B2A21,2014,Gal.mol,178.7,8,354.0771,44.2596375
B2A21,2014,Leo.his,236.95,8,395.8217,49.4777125
B2A21,2014,Lot.cor,146.2,8,21.0923,2.6365375
B2A21,2014,Med.lup,0,8,41.2245,5.1530625
B2A21,2014,Pla.med,26.2,8,263.6406,32.955075
B2A21,2014,San.off,0,8,678.7529,84.8441125
B2A21,2015,Cre.bie,73.8,8,0,0
B2A21,2015,Gal.mol,39.75,8,229.8,28.725
B2A21,2015,Leo.his,272.45,8,135,16.875
B2A21,2015,Lot.cor,95.4,8,6.2,0.775
B2A21,2015,Med.lup,0,8,22.8,2.85
B2A21,2015,Pla.med,17.37,8,65.63,8.20375
B2A21,2015,San.off,0,8,271.2,33.9
B2A22,2011,Ach.mil,142.5,16,151,9.4375
B2A22,2011,Cen.jac,1.175,16,184,11.5
B2A22,2011,Lat.pra,112.94,16,38.08,2.38
B2A22,2011,Lot.cor,12.63,16,84.04,5.2525
B2A22,2011,Poa.tri,29.645,16,29.07,1.816875
B2A22,2011,Rum.ace,9.844,16,69,4.3125
B2A22,2011,San.off,0,16,215,13.4375
B2A22,2011,Tri.hyb,0,16,108,6.75
B2A22,2011,Tri.rep,0.14,16,52.91,3.306875
B2A22,2011,Vic.cra,57.865,16,96,6
B2A22,2012,Ach.mil,138.325,16,145,9.0625
B2A22,2012,Cen.jac,0,16,466,29.125
B2A22,2012,Lat.pra,91.5,16,94.99,5.936875
B2A22,2012,Lot.cor,1.135,16,55.79,3.486875
B2A22,2012,Poa.tri,5.455,16,28.67,1.791875
B2A22,2012,Rum.ace,16.3,16,32.37,2.023125
B2A22,2012,San.off,7.21,16,509,31.8125
B2A22,2012,Tri.hyb,0,16,8.26,0.51625
B2A22,2012,Tri.rep,0,16,20.37,1.273125
B2A22,2012,Vic.cra,89.835,16,132,8.25
B2A22,2013,Ach.mil,55.45,16,118.4,7.4
B2A22,2013,Cen.jac,0,16,173,10.8125
B2A22,2013,Lat.pra,151.25,16,59.2,3.7
B2A22,2013,Lot.cor,15.35,16,84.15,5.259375
B2A22,2013,Poa.tri,14.25,16,26.1615,1.63509375
B2A22,2013,Rum.ace,91.6,16,106,6.625
B2A22,2013,San.off,0.01,16,311.1,19.44375
B2A22,2013,Tri.hyb,0,16,58.4,3.65
B2A22,2013,Tri.rep,0,16,5.915,0.3696875
B2A22,2013,Vic.cra,72.75,16,154.9,9.68125
B2A22,2014,Ach.mil,69.975,16,316.9558,19.8097375
B2A22,2014,Cen.jac,0,16,403.4046,25.2127875
B2A22,2014,Lat.pra,199.05,16,139.6571,8.72856875
