plotcode,year,species_other,AGB.mix,Richness,biomass,AGB.mono
B2A21,2007,Med.lup,0,8,63,7.875
B2A21,2007,Pla.med,28.78333333,8,301.475,37.684375
B2A21,2007,San.off,6.733333333,8,261.3,32.6625
B2A22,2007,Ach.mil,113.04,16,143.875,8.9921875
B2A22,2007,Cen.jac,116.6775,16,247.175,15.4484375
B2A22,2007,Lat.pra,60.34583333,16,122.95,7.684375
B2A22,2007,Lot.cor,11.04166667,16,147.125,9.1953125
B2A22,2007,Poa.tri,33.18666667,16,39.895,2.4934375
B2A22,2007,Rum.ace,79.775,16,102.95,6.434375
B2A22,2007,San.off,6.933333333,16,261.3,16.33125
B2A22,2007,Tri.hyb,0,16,15.495,0.9684375
B2A22,2007,Tri.rep,0.72,16,282.9,17.68125
B2A22,2007,Vic.cra,9.796666667,16,78.6,4.9125
B3A02,2007,Car.car,44.675,2,70.475,35.2375
B3A03,2007,Pla.med,273.25,4,301.475,75.36875
B3A03,2007,Tri.hyb,178.7033333,4,15.495,3.87375
B3A03,2007,Vic.cra,51.60833333,4,78.6,19.65
B3A04,2007,Alo.pra,103.475,8,329.9,41.2375
B3A04,2007,Arr.ela,238.2916667,8,235.075,29.384375
B3A04,2007,Dac.glo,98.71666667,8,352.675,44.084375
B3A04,2007,Fes.rub,19.35,8,409.375,51.171875
B3A04,2007,Hol.lan,0.246666667,8,538.9,67.3625
B3A04,2007,Poa.tri,15.00833333,8,39.895,4.986875
B3A05,2007,Ant.odo,0,8,219.275,27.409375
B3A05,2007,Ant.syl,26.56666667,8,82.8525,10.3565625
B3A05,2007,Bro.ere,1.203333333,8,376.375,47.046875
B3A05,2007,Leu.vul,92.76666667,8,365.6,45.7
B3A05,2007,Lot.cor,14.24666667,8,147.125,18.390625
B3A05,2007,Poa.tri,147.3833333,8,39.895,4.986875
B3A05,2007,Tri.hyb,4.675,8,15.495,1.936875
B3A07,2007,Bro.hor,0.166666667,8,174.85,21.85625
B3A07,2007,Hol.lan,0.3,8,538.9,67.3625
B3A07,2007,Leu.vul,140.5333333,8,365.6,45.7
B3A07,2007,Med.lup,0.012333333,8,63,7.875
B3A07,2007,Pri.ver,0.23,8,166.7575,20.8446875
B3A07,2007,Ran.rep,10.04833333,8,75.45,9.43125
B3A08,2007,Dac.glo,431.2833333,2,352.675,176.3375
B3A09,2007,Alo.pra,55.70833333,16,329.9,20.61875
B3A09,2007,Ant.odo,0,16,219.275,13.7046875
B3A09,2007,Arr.ela,324.575,16,235.075,14.6921875
B3A09,2007,Ave.pub,25.05833333,16,365.95,22.871875
B3A09,2007,Bro.ere,83.4,16,376.375,23.5234375
B3A09,2007,Bro.hor,0.4,16,174.85,10.928125
B3A09,2007,Dac.glo,91.925,16,352.675,22.0421875
B3A09,2007,Fes.rub,32.00833333,16,409.375,25.5859375
B3A09,2007,Hol.lan,4.566666667,16,538.9,33.68125
B3A09,2007,Poa.pra,2.033333333,16,298.4,18.65
B3A09,2007,Poa.tri,4.058333333,16,39.895,2.4934375
B3A11,2007,Bro.ere,384.2666667,4,376.375,94.09375
B3A11,2007,Pla.lan,138.5833333,4,285.85,71.4625
B3A11,2007,Poa.tri,8.525,4,39.895,9.97375
B3A11,2007,Pru.vul,0,4,67,16.75
B3A13,2007,Alo.pra,161.3833333,4,329.9,82.475
B3A13,2007,Ant.odo,19.58333333,4,219.275,54.81875
B3A13,2007,Bro.ere,346.65,4,376.375,94.09375
B3A13,2007,Poa.tri,2.122166667,4,39.895,9.97375
B3A16,2007,Aju.rep,4.9,16,3.1375,0.19609375
B3A16,2007,Gle.hed,17.64166667,16,51.525,3.2203125
B3A16,2007,Lat.pra,66.475,16,122.95,7.684375
B3A16,2007,Leo.his,0,16,291.525,18.2203125
B3A16,2007,Med.lup,0.875,16,63,3.9375
B3A16,2007,Pla.med,24.85,16,301.475,18.8421875
B3A16,2007,Pru.vul,0.675,16,67,4.1875
B3A16,2007,Ran.rep,10.16583333,16,75.45,4.715625
B3A16,2007,Tar.off,91.61666667,16,133.6,8.35
B3A16,2007,Tri.fra,0,16,276.8,17.3
B3A16,2007,Tri.hyb,0,16,15.495,0.9684375
B3A16,2007,Tri.rep,34.65,16,282.9,17.68125
B3A16,2007,Ver.cha,94,16,186.5,11.65625
B3A16,2007,Vic.cra,16.75833333,16,78.6,4.9125
B3A19,2007,Tar.off,115.4166667,2,133.6,66.8
B3A20,2007,Kna.arv,420.3416667,8,469.975,58.746875
B3A20,2007,Lot.cor,155.6,8,147.125,18.390625
B3A20,2007,Tri.fra,0.3325,8,276.8,34.6
B3A20,2007,Tri.hyb,8.3625,8,15.495,1.936875
B3A21,2007,Lot.cor,154.1691667,2,147.125,73.5625
B3A21,2007,Tri.pra,399.3333333,2,271.575,135.7875
B3A22,2007,Aju.rep,1.591666667,16,3.1375,0.19609375
B3A22,2007,Ant.odo,0,16,219.275,13.7046875
B3A22,2007,Bel.per,0,16,59.95,3.746875
B3A22,2007,Bro.ere,0.575,16,376.375,23.5234375
B3A22,2007,Cre.bie,225.8083333,16,148.225,9.2640625
B3A22,2007,Fes.rub,8.941666667,16,409.375,25.5859375
B3A22,2007,Gal.mol,156.9916667,16,238.375,14.8984375
B3A22,2007,Ger.pra,42.25,16,70.1325,4.38328125
B3A22,2007,Ran.rep,0.05,16,75.45,4.715625
B3A22,2007,Rum.ace,17.63333333,16,102.95,6.434375
B3A22,2007,Tri.fra,0,16,276.8,17.3
B3A22,2007,Ver.cha,26.09166667,16,186.5,11.65625
B3A22,2007,Vic.cra,3.191666667,16,78.6,4.9125
B3A23,2007,Bro.hor,0.033333333,4,174.85,43.7125
B3A23,2007,Leu.vul,127.1833333,4,365.6,91.4
B3A23,2007,Ran.rep,8.558333333,4,75.45,18.8625
B3A23,2007,Tri.fra,623.5916667,4,276.8,69.2
B3A24,2007,Aju.rep,0.151666667,16,3.1375,0.19609375
B3A24,2007,Ant.odo,0.033333333,16,219.275,13.7046875
B3A24,2007,Arr.ela,44.475,16,235.075,14.6921875
B3A24,2007,Ave.pub,0.533333333,16,365.95,22.871875
B3A24,2007,Bro.hor,0,16,174.85,10.928125
B3A24,2007,Gle.hed,25.287,16,51.525,3.2203125
B3A24,2007,Lot.cor,1.8875,16,147.125,9.1953125
B3A24,2007,Med.var,205.225,16,503.475,31.4671875
B3A24,2007,Poa.tri,80.20833333,16,39.895,2.4934375
B3A24,2007,Pru.vul,0,16,67,4.1875
B3A24,2007,Ran.rep,0.1125,16,75.45,4.715625
B3A24,2007,Tar.off,186.1416667,16,133.6,8.35
B3A24,2007,Tri.pra,1.9225,16,271.575,16.9734375
B3A24,2007,Tri.rep,0.7,16,282.9,17.68125
B3A24,2007,Vic.cra,6.241666667,16,78.6,4.9125
B4A02,2007,Ant.syl,0,16,82.8525,5.17828125
B4A02,2007,Arr.ela,43.78333333,16,235.075,14.6921875
B4A02,2007,Gal.mol,6.2015,16,238.375,14.8984375
B4A02,2007,Gle.hed,0.016,16,51.525,3.2203125
B4A02,2007,Kna.arv,348.7083333,16,469.975,29.3734375
B4A02,2007,Leo.his,31.427,16,291.525,18.2203125
B4A02,2007,Pla.med,41.78333333,16,301.475,18.8421875
B4A02,2007,Poa.pra,4.951,16,298.4,18.65
B4A02,2007,Ran.acr,0.97,16,198.25,12.390625
B4A02,2007,Ran.rep,0.688333333,16,75.45,4.715625
B4A02,2007,Tar.off,1.888,16,133.6,8.35
B4A04,2007,Ant.syl,24.58333333,4,82.8525,20.713125
B4A04,2007,Arr.ela,172.275,4,235.075,58.76875
B4A04,2007,Pla.lan,139.1833333,4,285.85,71.4625
B4A06,2007,Aju.rep,2.333333333,8,3.1375,0.3921875
B4A06,2007,Bel.per,3.281333333,8,59.95,7.49375
B4A06,2007,Gle.hed,3.001666667,8,51.525,6.440625
B4A06,2007,Leo.aut,61.48333333,8,132.85,16.60625
B4A06,2007,Pri.ver,5.7,8,166.7575,20.8446875
B4A06,2007,Pru.vul,19.475,8,67,8.375
B4A06,2007,Tar.off,67.18333333,8,133.6,16.7
B4A06,2007,Ver.cha,30.407,8,186.5,23.3125
B4A07,2007,Cre.bie,276.9083333,4,148.225,37.05625
B4A07,2007,Med.lup,2.8,4,63,15.75
B4A07,2007,Tri.rep,261.3583333,4,282.9,70.725
B4A08,2007,Aju.rep,0.513333333,8,3.1375,0.3921875
B4A08,2007,Ant.odo,2.460333333,8,219.275,27.409375
B4A08,2007,Ave.pub,55.06666667,8,365.95,45.74375
B4A08,2007,Bro.hor,14.83333333,8,174.85,21.85625
B4A08,2007,Fes.rub,162.4333333,8,409.375,51.171875
B4A08,2007,Pla.lan,61.14166667,8,285.85,35.73125
B4A08,2007,Tar.off,38.575,8,133.6,16.7
B4A08,2007,Ver.cha,17.68333333,8,186.5,23.3125
B4A10,2007,Ach.mil,46.46666667,8,143.875,17.984375
B4A10,2007,Aju.rep,1.545333334,8,3.1375,0.3921875
B4A10,2007,Bro.ere,107.3,8,376.375,47.046875
B4A10,2007,Car.car,0.318333333,8,70.475,8.809375
B4A10,2007,Pla.med,78.23333333,8,301.475,37.684375
B4A10,2007,Pri.ver,7.666666667,8,166.7575,20.8446875
B4A11,2007,Med.var,103.7416667,4,503.475,125.86875
B4A11,2007,Tra.pra,16.775,4,40.72875,10.1821875
B4A14,2007,Bel.per,7.837333333,2,59.95,29.975
B4A14,2007,Pla.lan,126.2416667,2,285.85,142.925
B4A15,2007,Med.lup,47.1,2,63,31.5
B4A15,2007,Ran.rep,65.9,2,75.45,37.725
B4A16,2007,Ant.syl,13.35833333,8,82.8525,10.3565625
B4A16,2007,Poa.tri,12.375,8,39.895,4.986875
B4A16,2007,Pri.ver,9.266666667,8,166.7575,20.8446875
B4A16,2007,San.off,0,8,261.3,32.6625
B4A16,2007,Tar.off,194.4083333,8,133.6,16.7
B4A16,2007,Tri.fra,0,8,276.8,34.6
B4A17,2007,Dau.car,129.9,2,69.95,34.975
B4A18,2007,Alo.pra,74.88333333,16,329.9,20.61875
B4A18,2007,Bro.hor,0,16,174.85,10.928125
B4A18,2007,Car.car,0,16,70.475,4.4046875
B4A18,2007,Cre.bie,41.65,16,148.225,9.2640625
B4A18,2007,Lat.pra,22.36666667,16,122.95,7.684375
B4A18,2007,Leo.aut,1.503666667,16,132.85,8.303125
B4A18,2007,Pla.med,18.05833333,16,301.475,18.8421875
B4A18,2007,Tar.off,111.4416667,16,133.6,8.35
B4A18,2007,Tri.hyb,0.6,16,15.495,0.9684375
B4A18,2007,Ver.cha,78.59166667,16,186.5,11.65625
B4A20,2007,Ant.syl,110.0166667,16,82.8525,5.17828125
B4A20,2007,Cen.jac,181.6916667,16,247.175,15.4484375
B4A20,2007,Cir.ole,4.425,16,129.075,8.0671875
B4A20,2007,Ger.pra,168.125,16,70.1325,4.38328125
B4A20,2007,Med.var,103.45,16,503.475,31.4671875
B4A20,2007,Rum.ace,41.98333333,16,102.95,6.434375
B4A20,2007,Tra.pra,13.05833333,16,40.72875,2.545546875
B4A20,2007,Tri.fra,0,16,276.8,17.3
B4A20,2007,Tri.hyb,0,16,15.495,0.9684375
B4A20,2007,Tri.pra,34.13333333,16,271.575,16.9734375
B4A20,2007,Tri.rep,0,16,282.9,17.68125
B4A20,2007,Vic.cra,0.366666667,16,78.6,4.9125
B4A21,2007,Dau.car,0,2,69.95,34.975
B4A21,2007,Med.var,925.4083333,2,503.475,251.7375
B4A22,2007,Ger.pra,15.35833333,4,70.1325,17.533125
B4A22,2007,Kna.arv,501.7333333,4,469.975,117.49375
B1A01,2008,Aju.rep,0,16,7.42775,0.464234375
B1A01,2008,Ant.odo,2.963333334,16,40.74875,2.546796875
B1A01,2008,Ant.syl,0,16,134.175,8.3859375
B1A01,2008,Ave.pub,14.83,16,130.975,8.1859375
B1A01,2008,Bro.hor,0.59,16,89.775,5.6109375
B1A01,2008,Car.car,0,16,35.45,2.215625
B1A01,2008,Ger.pra,43.89333334,16,97.6675,6.10421875
B1A01,2008,Lat.pra,84.43333334,16,44.25,2.765625
B1A01,2008,Lot.cor,49.74,16,33.47,2.091875
B1A01,2008,Pla.lan,257.1666667,16,34.175,2.1359375
B1A01,2008,Poa.pra,0.973333333,16,7.365,0.4603125
B1A01,2008,Ran.rep,0.446666666,16,86.8675,5.42921875
B1A01,2008,Tar.off,2.873333333,16,70.05,4.378125
B1A01,2008,Tra.pra,0,16,25.065,1.5665625
B1A01,2008,Vic.cra,3.633333333,16,52.3225,3.27015625
B1A02,2008,Alo.pra,42.13,8,324.925,40.615625
B1A02,2008,Bro.ere,134.7266667,8,225.5,28.1875
B1A02,2008,Fes.rub,7,8,181.75,22.71875
B1A02,2008,Ran.acr,36.91,8,123.2,15.4
B1A02,2008,San.off,0.566666667,8,104.525,13.065625
B1A03,2008,Gle.hed,0,8,45.15,5.64375
B1A03,2008,Lot.cor,157.7633333,8,33.47,4.18375
B1A03,2008,Med.lup,0,8,13.461,1.682625
B1A03,2008,Pri.ver,0.383333333,8,47.4875,5.9359375
B1A03,2008,Ver.cha,86.76666667,8,30.4675,3.8084375
B1A04,2008,Pla.lan,81.1,4,34.175,8.54375
B1A05,2008,Med.lup,1.7,2,13.461,6.7305
B1A06,2008,Ach.mil,2.88,16,78.7,4.91875
B1A06,2008,Alo.pra,34.17333333,16,324.925,20.3078125
B1A06,2008,Ant.odo,7.736666667,16,40.74875,2.546796875
B1A06,2008,Ant.syl,1.5,16,134.175,8.3859375
B1A06,2008,Ave.pub,37.69666667,16,130.975,8.1859375
B1A06,2008,Bro.hor,1.436666667,16,89.775,5.6109375
B1A06,2008,Cen.jac,12.19,16,39.675,2.4796875
B1A06,2008,Ger.pra,1.426666666,16,97.6675,6.10421875
B1A06,2008,Hol.lan,28.16666666,16,251.15,15.696875
B1A06,2008,Leu.vul,40.31,16,147.525,9.2203125
B1A06,2008,Poa.pra,0,16,7.365,0.4603125
B1A06,2008,Poa.tri,36.97666666,16,51.67,3.229375
B1A07,2008,Ran.acr,120.2333333,2,123.2,61.6
B1A07,2008,San.off,33.49333333,2,104.525,52.2625
B1A11,2008,Ach.mil,3.15,16,78.7,4.91875
B1A11,2008,Ant.syl,0,16,134.175,8.3859375
B1A11,2008,Cir.ole,4.456666667,16,28.9275,1.80796875
B1A11,2008,Cre.bie,8.243333333,16,39.725,2.4828125
B1A11,2008,Dau.car,3.243333333,16,11.945,0.7465625
B1A11,2008,Gal.mol,188.7666666,16,114.4,7.15
B1A11,2008,Ger.pra,6.613333333,16,97.6675,6.10421875
B1A11,2008,Leu.vul,38.86666666,16,147.525,9.2203125
B1A11,2008,Ran.acr,34.63666666,16,123.2,7.7
B1A11,2008,Rum.ace,10.93,16,60.9375,3.80859375
B1A11,2008,San.off,0,16,104.525,6.5328125
B1A11,2008,Tra.pra,0,16,25.065,1.5665625
B1A12,2008,Lat.pra,35.96333334,8,44.25,5.53125
B1A12,2008,Med.lup,0,8,13.461,1.682625
B1A12,2008,Med.var,87.27,8,243.2,30.4
B1A12,2008,Tri.hyb,0,8,13.04,1.63
B1A12,2008,Tri.pra,1.67,8,43.02775,5.37846875
B1A13,2008,Lot.cor,0,4,33.47,8.3675
B1A13,2008,Med.lup,19.57,4,13.461,3.36525
B1A13,2008,Med.var,205.4666667,4,243.2,60.8
B1A14,2008,Ant.syl,0,8,134.175,16.771875
B1A14,2008,Dau.car,0.243333333,8,11.945,1.493125
B1A14,2008,Leo.his,112.4,8,86.575,10.821875
B1A14,2008,Pla.lan,109.2333333,8,34.175,4.271875
B1A14,2008,Tri.fra,9,8,352.3,44.0375
B1A16,2008,Pla.lan,307.3333333,2,34.175,17.0875
B1A16,2008,Poa.pra,36.56666666,2,7.365,3.6825
B1A17,2008,Alo.pra,175.2,2,324.925,162.4625
B1A17,2008,Dau.car,23.07666667,2,11.945,5.9725
B1A19,2008,Arr.ela,203.2,4,394.275,98.56875
B1A19,2008,Pru.vul,21.83666667,4,25.405,6.35125
B1A20,2008,Ach.mil,31.06,16,78.7,4.91875
B1A20,2008,Aju.rep,35.81,16,7.42775,0.464234375
B1A20,2008,Bel.per,5.316666667,16,37.5,2.34375
B1A20,2008,Ger.pra,160.5,16,97.6675,6.10421875
B1A20,2008,Kna.arv,132.5266667,16,164.7,10.29375
B1A20,2008,Leo.aut,0.95,16,65.05,4.065625
B1A20,2008,Leo.his,0,16,86.575,5.4109375
B1A20,2008,Lot.cor,0.146666667,16,33.47,2.091875
B1A20,2008,Med.var,32.16666667,16,243.2,15.2
B1A20,2008,Pla.lan,210.3333334,16,34.175,2.1359375
B1A20,2008,Ran.acr,2.783333333,16,123.2,7.7
B1A20,2008,San.off,0,16,104.525,6.5328125
B1A20,2008,Tri.hyb,0,16,13.04,0.815
B1A20,2008,Tri.rep,0,16,175.875,10.9921875
B1A20,2008,Ver.cha,87.80333333,16,30.4675,1.90421875
B1A21,2008,Ach.mil,13.81666667,4,78.7,19.675
B1A21,2008,Cre.bie,21.52333333,4,39.725,9.93125
B2A01,2008,Ant.odo,2.233333333,4,40.74875,10.1871875
B2A01,2008,Kna.arv,371.8,4,164.7,41.175
B2A01,2008,Pru.vul,5.326666666,4,25.405,6.35125
B2A01,2008,Tri.pra,11.43666667,4,43.02775,10.7569375
B2A02,2008,Fes.rub,176.4,2,181.75,90.875
B2A06,2008,Lat.pra,204.2,4,44.25,11.0625
B2A06,2008,Med.lup,4.846666667,4,13.461,3.36525
B2A06,2008,Pla.lan,266.4,4,34.175,8.54375
B2A06,2008,Tar.off,44.58333333,4,70.05,17.5125
B2A08,2008,Ran.acr,205.8,2,123.2,61.6
B2A09,2008,Aju.rep,24.66666667,4,7.42775,1.8569375
B2A09,2008,Pla.lan,115.2333333,4,34.175,8.54375
B2A09,2008,Pri.ver,172.2666667,4,47.4875,11.871875
B2A09,2008,Pru.vul,44.93,4,25.405,6.35125
B2A10,2008,Alo.pra,20.7,16,324.925,20.3078125
B2A10,2008,Ant.odo,2.436666667,16,40.74875,2.546796875
B2A10,2008,Arr.ela,24.26666667,16,394.275,24.6421875
B2A10,2008,Bel.per,8.943333334,16,37.5,2.34375
B2A10,2008,Bro.ere,11.04,16,225.5,14.09375
B2A10,2008,Hol.lan,7.903333333,16,251.15,15.696875
B2A10,2008,Leo.aut,0.206666666,16,65.05,4.065625
B2A10,2008,Leo.his,117.63,16,86.575,5.4109375
B2A10,2008,Pla.lan,83.50333333,16,34.175,2.1359375
B2A10,2008,Poa.pra,0.416666667,16,7.365,0.4603125
B2A10,2008,Pri.ver,7.543333333,16,47.4875,2.96796875
B2A10,2008,Pru.vul,2.561,16,25.405,1.5878125
B2A10,2008,Ran.rep,8.7,16,86.8675,5.42921875
B2A10,2008,Ver.cha,16.55,16,30.4675,1.90421875
B2A12,2008,Ant.syl,0,8,134.175,16.771875
B2A12,2008,Gal.mol,86.16666667,8,114.4,14.3
B2A12,2008,Ger.pra,3.596666667,8,97.6675,12.2084375
B2A12,2008,Kna.arv,66.23333333,8,164.7,20.5875
B2A12,2008,Leu.vul,31.27666666,8,147.525,18.440625
B2A12,2008,Ran.acr,69.83333333,8,123.2,15.4
B2A12,2008,San.off,0,8,104.525,13.065625
B2A14,2008,Kna.arv,60.46666667,8,164.7,20.5875
B2A14,2008,Leo.his,145.6666667,8,86.575,10.821875
B2A14,2008,San.off,0,8,104.525,13.065625
B2A14,2008,Tri.hyb,0,8,13.04,1.63
B2A14,2008,Ver.cha,19.3,8,30.4675,3.8084375
B2A16,2008,Kna.arv,227.9,4,164.7,41.175
B2A16,2008,Leo.aut,0,4,65.05,16.2625
B2A16,2008,Pla.med,138.9333333,4,99,24.75
B2A16,2008,Vic.cra,51.14666667,4,52.3225,13.080625
B2A17,2008,Gle.hed,1.96,8,45.15,5.64375
B2A17,2008,Lat.pra,47.36666667,8,44.25,5.53125
B2A17,2008,Leo.aut,21.00666666,8,65.05,8.13125
B2A17,2008,Pla.med,368.8,8,99,12.375
B2A17,2008,Tar.off,22.63333333,8,70.05,8.75625
B2A17,2008,Tri.fra,0,8,352.3,44.0375
B2A17,2008,Vic.cra,13.55666667,8,52.3225,6.5403125
B2A18,2008,Aju.rep,1.833333333,16,7.42775,0.464234375
B2A18,2008,Alo.pra,58.88333334,16,324.925,20.3078125
B2A18,2008,Ant.syl,0,16,134.175,8.3859375
B2A18,2008,Bro.hor,0,16,89.775,5.6109375
B2A18,2008,Ger.pra,29.43333333,16,97.6675,6.10421875
B2A18,2008,Med.lup,0,16,13.461,0.8413125
B2A18,2008,Pla.med,141.5,16,99,6.1875
B2A18,2008,Poa.pra,13.07333333,16,7.365,0.4603125
B2A18,2008,Pri.ver,0.076666667,16,47.4875,2.96796875
B2A18,2008,Ran.rep,8.37,16,86.8675,5.42921875
B2A18,2008,Tri.rep,8.786666666,16,175.875,10.9921875
B2A19,2008,Pla.med,155.4666667,2,99,49.5
B2A19,2008,Tar.off,66.6,2,70.05,35.025
B2A20,2008,Pla.lan,169.9,2,34.175,17.0875
B2A21,2008,Cre.bie,43.46666667,8,39.725,4.965625
B2A21,2008,Gal.mol,450.3,8,114.4,14.3
B2A21,2008,Leo.his,28.53333333,8,86.575,10.821875
B2A21,2008,Lot.cor,0,8,33.47,4.18375
B2A21,2008,Med.lup,0,8,13.461,1.682625
B2A21,2008,Pla.med,49.71666667,8,99,12.375
B2A21,2008,San.off,0,8,104.525,13.065625
B2A22,2008,Ach.mil,47.6,16,78.7,4.91875
B2A22,2008,Cen.jac,10.03333333,16,39.675,2.4796875
B2A22,2008,Lat.pra,29.92333333,16,44.25,2.765625
B2A22,2008,Lot.cor,4.523333334,16,33.47,2.091875
B2A22,2008,Poa.tri,152.7333333,16,51.67,3.229375
B2A22,2008,Rum.ace,204.5,16,60.9375,3.80859375
B2A22,2008,San.off,0,16,104.525,6.5328125
B2A22,2008,Tri.hyb,0,16,13.04,0.815
B2A22,2008,Tri.rep,0,16,175.875,10.9921875
B2A22,2008,Vic.cra,1.566666667,16,52.3225,3.27015625
B3A02,2008,Car.car,24.99333333,2,35.45,17.725
B3A03,2008,Pla.med,210.2666667,4,99,24.75
B3A03,2008,Tri.hyb,4.566666667,4,13.04,3.26
B3A03,2008,Vic.cra,18.06,4,52.3225,13.080625
B3A04,2008,Alo.pra,26.38666667,8,324.925,40.615625
B3A04,2008,Arr.ela,282.1,8,394.275,49.284375
B3A04,2008,Dac.glo,19.53666667,8,250.5,31.3125
B3A04,2008,Fes.rub,29.58666667,8,181.75,22.71875
B3A04,2008,Hol.lan,5.366666667,8,251.15,31.39375
B3A04,2008,Poa.tri,18.82333333,8,51.67,6.45875
B3A05,2008,Ant.odo,0,8,40.74875,5.09359375
B3A05,2008,Ant.syl,170,8,134.175,16.771875
B3A05,2008,Bro.ere,0.003666667,8,225.5,28.1875
B3A05,2008,Leu.vul,111.8333333,8,147.525,18.440625
B3A05,2008,Lot.cor,11,8,33.47,4.18375
B3A05,2008,Poa.tri,133.96,8,51.67,6.45875
B3A05,2008,Tri.hyb,0,8,13.04,1.63
B3A07,2008,Bro.hor,0,8,89.775,11.221875
B3A07,2008,Hol.lan,9.703333334,8,251.15,31.39375
B3A07,2008,Leu.vul,34.33666667,8,147.525,18.440625
B3A07,2008,Med.lup,0,8,13.461,1.682625
B3A07,2008,Pri.ver,0,8,47.4875,5.9359375
B3A07,2008,Ran.rep,6.903666666,8,86.8675,10.8584375
B3A08,2008,Dac.glo,224.1333333,2,250.5,125.25
B3A09,2008,Alo.pra,32.37333333,16,324.925,20.3078125
B3A09,2008,Ant.odo,1.3,16,40.74875,2.546796875
B3A09,2008,Arr.ela,273.4666666,16,394.275,24.6421875
B3A09,2008,Ave.pub,51.2,16,130.975,8.1859375
B3A09,2008,Bro.ere,81.3,16,225.5,14.09375
B3A09,2008,Bro.hor,0.366666667,16,89.775,5.6109375
B3A09,2008,Dac.glo,35.77,16,250.5,15.65625
B3A09,2008,Fes.rub,24.73033334,16,181.75,11.359375
B3A09,2008,Hol.lan,24.09066667,16,251.15,15.696875
B3A09,2008,Poa.pra,1.393333333,16,7.365,0.4603125
B3A09,2008,Poa.tri,27.28166666,16,51.67,3.229375
B3A11,2008,Bro.ere,360.2333334,4,225.5,56.375
B3A11,2008,Pla.lan,16.29,4,34.175,8.54375
B3A11,2008,Poa.tri,16.07,4,51.67,12.9175
B3A11,2008,Pru.vul,5.91,4,25.405,6.35125
B3A13,2008,Alo.pra,55.56333333,4,324.925,81.23125
B3A13,2008,Ant.odo,28.76666667,4,40.74875,10.1871875
B3A13,2008,Bro.ere,162.1666667,4,225.5,56.375
B3A13,2008,Poa.tri,2.9,4,51.67,12.9175
B3A16,2008,Aju.rep,0,16,7.42775,0.464234375
B3A16,2008,Gle.hed,47.25,16,45.15,2.821875
B3A16,2008,Lat.pra,35.44,16,44.25,2.765625
B3A16,2008,Leo.his,5.406666666,16,86.575,5.4109375
B3A16,2008,Med.lup,0,16,13.461,0.8413125
B3A16,2008,Pla.med,32.4,16,99,6.1875
B3A16,2008,Pru.vul,0.5,16,25.405,1.5878125
B3A16,2008,Ran.rep,70.75666667,16,86.8675,5.42921875
B3A16,2008,Tar.off,142.6833334,16,70.05,4.378125
B3A16,2008,Tri.fra,0,16,352.3,22.01875
B3A16,2008,Tri.hyb,0,16,13.04,0.815
B3A16,2008,Tri.rep,0.013333333,16,175.875,10.9921875
B3A16,2008,Ver.cha,124.57,16,30.4675,1.90421875
B3A16,2008,Vic.cra,1.563333334,16,52.3225,3.27015625
B3A19,2008,Tar.off,33.1,2,70.05,35.025
B3A20,2008,Kna.arv,338.1,8,164.7,20.5875
B3A20,2008,Lot.cor,91.1,8,33.47,4.18375
B3A20,2008,Tri.fra,0,8,352.3,44.0375
B3A20,2008,Tri.hyb,0,8,13.04,1.63
B3A21,2008,Lot.cor,78,2,33.47,16.735
B3A21,2008,Tri.pra,0,2,43.02775,21.513875
B3A22,2008,Aju.rep,16.53333333,16,7.42775,0.464234375
B3A22,2008,Ant.odo,0,16,40.74875,2.546796875
B3A22,2008,Bel.per,0.586666667,16,37.5,2.34375
B3A22,2008,Bro.ere,0.166666667,16,225.5,14.09375
B3A22,2008,Cre.bie,20.26666667,16,39.725,2.4828125
B3A22,2008,Fes.rub,0.176666666,16,181.75,11.359375
B3A22,2008,Gal.mol,72.45333334,16,114.4,7.15
B3A22,2008,Ger.pra,59.36666666,16,97.6675,6.10421875
B3A22,2008,Ran.rep,0,16,86.8675,5.42921875
B3A22,2008,Rum.ace,65.97,16,60.9375,3.80859375
B3A22,2008,Tri.fra,0,16,352.3,22.01875
B3A22,2008,Ver.cha,36.03333334,16,30.4675,1.90421875
B3A22,2008,Vic.cra,0,16,52.3225,3.27015625
B3A23,2008,Bro.hor,0,4,89.775,22.44375
B3A23,2008,Leu.vul,13.03333333,4,147.525,36.88125
B3A23,2008,Ran.rep,125.5333333,4,86.8675,21.716875
B3A23,2008,Tri.fra,221.6333333,4,352.3,88.075
B3A24,2008,Aju.rep,1.196666667,16,7.42775,0.464234375
B3A24,2008,Ant.odo,0,16,40.74875,2.546796875
B3A24,2008,Arr.ela,27.53333333,16,394.275,24.6421875
B3A24,2008,Ave.pub,16.88,16,130.975,8.1859375
B3A24,2008,Bro.hor,0.983333333,16,89.775,5.6109375
B3A24,2008,Gle.hed,20.46333333,16,45.15,2.821875
B3A24,2008,Lot.cor,0,16,33.47,2.091875
B3A24,2008,Med.var,55.13333333,16,243.2,15.2
B3A24,2008,Poa.tri,54.82,16,51.67,3.229375
B3A24,2008,Pru.vul,0,16,25.405,1.5878125
B3A24,2008,Ran.rep,1.493333333,16,86.8675,5.42921875
B3A24,2008,Tar.off,258.6966667,16,70.05,4.378125
B3A24,2008,Tri.pra,0,16,43.02775,2.689234375
B3A24,2008,Tri.rep,0.166666667,16,175.875,10.9921875
